rpt_rec_num,avg_days_open_per_week,avg_session_time,avg_weekly_sessions,dialyser_reuse_times,dialyzer_type,epo_cost,epo_net_cost,epo_rebates,epo_total,lab_services,non_medicare_sessions,non_medicare_sessions_indirect,num_machines_regular,num_machines_standby,supplies,total_costs_hd_benefits,total_costs_hd_drugs,total_costs_hd_housekeeping,total_costs_hd_labs,total_costs_hd_machines,total_costs_hd_other,total_costs_hd_salaries,total_costs_hd_supplies,total_treatments_hd,total_treatments_pd,certification_date,chain_identity,chain_indicator,ever_hospital_based,facility_name,prvdr_num,report_end_date,report_start_date,state,zip_code,fy_bgn_dt,fy_end_dt,year
65628,3,5,3,,1,,-379914,,42828,,3206,,19,1,,30252,16543,111929,5291,118622,313639,397074,183056,7554,,07/13/01,SPECTRACARE  INC.,Y,N,COMPREHENSIVE RENAL CARE NORTHLAKE,112695,09/30/04,10/01/03,,30084,10/1/2003,9/30/2004,2004
65629,6,4,3,10,1,,-302564,-54538,42555,,1209,,15,2,1541,251274,22087,110564,14252,80894,305116,841520,147999,9621,,01/09/02,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC,052876,09/30/04,10/01/03,,95966,10/1/2003,9/30/2004,2004
65635,6,4.25,3,6,1,,-100821,-14922,12752,,946,,6,2,,98884,3198,55433,1437,36653,112284,326881,74504,5359,,05/29/01,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC,322524,09/30/04,10/01/03,,87049,10/1/2003,9/30/2004,2004
65638,3,4.25,3,5,1,,-17927,-37,2022,,215,,9,1,,25104,4289,15763,105,23096,93345,181159,14394,664,,06/09/04,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC,322526,09/30/04,06/09/04,,87740,6/9/2004,9/30/2004,2004
65643,3,4.05999999999995,3,,1,,-127440,-21852,18333,,695,,15,,,85447,6378,77789,5542,70584,157773,214537,63848,3532,,01/18/02,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC,062538,09/30/04,10/01/03,,81506,10/1/2003,9/30/2004,2004
65661,3,3,3,30,1,,-626514,,72168,,3370,,30,3,,265947,352059,128717,10918,181532,141814,468640,240729,13119,,06/29/89,,N,N,KIDNEY TREATMENT CENTER  INC.,452615,06/30/04,07/01/03,,,7/1/2003,6/30/2004,2004
65690,3,4.5,3,,1,,-242943,-27098,27935,,1849,,14,2,,139724,1587,83530,12599,46516,180358,384309,107163,5261,,12/01/96,DIALYSIS CLINIC INC,Y,N,DIALYSIS CLINIC INC,262552,09/30/04,10/01/03,,64063,10/1/2003,9/30/2004,2004
65694,3,5.5,3,12,1,,-312788,-45371,39845,,814,,13,3,,84326,,72312,1341,73857,114857,238699,63756,3842,,01/01/01,DIALYSIS CLINIC INC,Y,N,DIALYSIS CLINIC INC,422577,09/30/04,10/01/03,,29356,10/1/2003,9/30/2004,2004
65696,3,5,3,14,1,,-452467,-91170,59137,,1871,,25,5,,219844,-1,134743,6481,137845,281534,607839,148545,9415,,03/01/02,DIALYSIS CLINIC INC,Y,N,DIALYSIS CLINIC INC,362643,09/30/04,10/01/03,,45662,10/1/2003,9/30/2004,2004
65700,6,4,3,10,1,,-671825,-102634,85595,,1920,,24,4,,300826,,101327,17031,45311,287903,820277,210131,13005,,07/01/92,DIALYSIS CLINIC INC,Y,N,DIALYSIS CLINIC INC,102649,09/30/04,10/01/03,,32216,10/1/2003,9/30/2004,2004
65707,6,4.5,3,5,1,,-1042563,-202816,136712,,2769,,27,7,158,377112,14444,120496,19670,44841,436462,979296,269564,16621,36,11/01/78,DIALYSIS CLINIC INC,Y,N,DIALYSIS CLINIC INC,102531,09/30/04,10/01/03,,32204,10/1/2003,9/30/2004,2004
65710,3,5,3,21,1,,-123470,-8963,15100,,1697,,16,2,,99271,1,107467,5254,57719,137266,458531,66303,3080,,12/24/03,DIALYSIS CLINIC INC,Y,N,DIALYSIS CLINIC INC,552519,09/30/04,12/24/03,,95827,12/24/2003,9/30/2004,2004
65711,6,5,3,15,1,,-1030242,-190292,126113,,6245,,24,4,,545358,4646,208558,15487,86803,959112,2040784,374776,21079,,04/01/89,DIALYSIS CLINIC INC,Y,N,DIALYSIS CLINIC INC,052676,09/30/04,10/01/03,,95816,10/1/2003,9/30/2004,2004
65712,6,4.5,3,19,1,,-454351,-93839,60823,588,997,,18,4,,209364,6882,123454,1702,60342,219346,551063,124059,8929,,03/01/89,DIALYSIS CLINIC INC,Y,N,DIALYSIS CLINIC INC,362516,09/30/04,10/01/03,,43920,10/1/2003,9/30/2004,2004
65713,3,5,3,,1,,-115812,,11286,,378,,5,1,,6572,4165,25606,1019,617,82452,92378,41119,1705,,01/13/98,SPECTRACARE  INC,Y,N,COMPREHENSIVE RENAL CARE OF DUNWOODY,112644,09/30/04,10/01/03,,30350,10/1/2003,9/30/2004,2004
65726,6,6,3,15,1,,-525892,-93615,67303,,1802,,20,2,,159853,979,99464,2087,61976,348673,487916,144830,11458,,07/01/86,DIALSYSIS CLINIC INC,Y,N,DIALYSIS CLINIC INC,422524,09/30/04,10/01/03,,29418,10/1/2003,9/30/2004,2004
65727,6,4.5,3,4,1,,-413447,-93054,60933,,344,,10,2,,134855,4300,53757,7763,59340,154948,327808,100801,5313,,12/01/96,DIALYSIS CLINIC INC,Y,N,DIALYSIS CLINIC INC,012571,09/30/04,10/01/03,,36033,10/1/2003,9/30/2004,2004
65729,6,4.5,3,,1,,-611072,-158301,83179,,7206,,20,3,5775,349462,13110,593608,41261,39200,428858,1256400,336151,16258,,04/01/97,DIALYSIS CLINIC INC,Y,N,DIALYSIS CLINIC INC,332567,09/30/04,10/01/03,,10314,10/1/2003,9/30/2004,2004
65731,3,5.5,3,2,1,,-58892,-11725,6720,1295,242,,8,1,17,17815,-1,217256,791,19945,56990,131714,24222,1035,,12/01/03,DIALYSIS CLINIC INC,Y,N,DIALYSIS CLINIC INC,392709,09/30/04,12/15/03,,15217,12/15/2003,9/30/2004,2004
65733,6,6,3,24,1,,-682873,-126436,88280,,922,,16,,,166261,822,83060,2345,35656,288250,497579,116299,9031,,11/01/96,DIALYSIS CLINIC INC,Y,N,DIALYSIS CLINIC INC,422563,09/30/04,10/01/03,,29403,10/1/2003,9/30/2004,2004
65739,6,4.5,3,14,1,,-326236,-57761,46004,,1033,,16,3,,165081,13523,79282,5377,23708,171346,400266,85722,8442,,01/01/96,DIALYSIS CLINIC INC,Y,N,DIALYSIS CLINIC INC,012563,09/30/04,10/01/03,,35055,10/1/2003,9/30/2004,2004
65747,6,4.5,3,,1,,-744712,-144649,97712,,4658,,26,4,5263,307667,-1,171534,16680,109173,477413,1275227,422884,16280,,08/06/97,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC,332570,09/30/04,10/01/03,,11733,10/1/2003,9/30/2004,2004
65752,6,4.5,3,,1,,-319693,-48252,37427,1865,1136,,16,1,2323,137491,,58265,1450,57730,150633,315713,106056,5646,,01/31/98,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC,442562,09/30/04,10/01/03,,38242,10/1/2003,9/30/2004,2004
65867,6,4.5,3,2,1,,-176175,-37781,23907,,969,,16,3,,200494,,109400,7721,98898,213883,624667,141530,7518,,01/01/01,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC,272506,09/30/04,10/01/03,,59901,10/1/2003,9/30/2004,2004
65870,6,4.5,3,2,1,,-255265,-50641,30645,,1392,,16,2,,142137,995,337998,6011,112530,252302,495884,98137,5210,,09/01/01,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC,332614,09/30/04,10/01/03,,10598,10/1/2003,9/30/2004,2004
65871,6,4.5,3,3,1,,-412956,-76716,51034,,3076,,20,3,,325040,,671919,3630,141088,532639,1110988,165105,11240,,09/01/01,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC,332504,09/30/04,10/01/03,,10523,10/1/2003,9/30/2004,2004
65953,6,4.5,3,16,1,,-595404,-147655,85812,,2558,,30,4,,389832,,176771,10124,116777,373075,825865,213486,14774,,09/01/94,DIALYSIS CLINIC INC,Y,N,DIALYSIS CLINIC INC,192586,09/30/04,10/01/03,,71103,10/1/2003,9/30/2004,2004
65958,6,4,3,15,1,,-354245,-67532,40954,,775,,19,2,6009,256555,,93878,5640,47559,282079,508653,116465,9668,,11/01/87,DIALYSIS CLINIC INC,Y,N,DIALYSIS CLINIC INC,012532,09/30/04,10/01/03,,36027,10/1/2003,9/30/2004,2004
65966,6,4.5,3,,1,,-368467,-58702,46160,,1599,,20,4,,249413,1,376529,24965,173396,326591,1065302,236221,10531,,12/01/99,DIALYSIS CLINIC INC,Y,N,DIALYSIS CLINIC INC,072519,09/30/04,10/01/03,,06032,10/1/2003,9/30/2004,2004
65972,6,4.25,3,5,1,,-153573,-20281,19156,,424,,8,1,,99240,,20822,2980,54854,95342,322941,81525,3193,,07/01/98,DIALYSIS CLINIC INC,Y,N,DIALYSIS CLINIC INC,272504,09/30/04,10/01/03,,59417,10/1/2003,9/30/2004,2004
65974,6,4.5,3,6,1,,-547942,-71069,67043,,2001,,12,2,,189830,,96686,14633,57791,948175,624519,146037,9588,,03/01/98,DIALYSIS CLINIC INC,Y,N,DIALYSIS CLINIC INC,292508,09/30/04,10/01/03,,89706,10/1/2003,9/30/2004,2004
65975,,,,,1,,-248337,-15059,33188,,,,,,,,-1837,,,,-527,,,,9,09/01/01,DIALYSIS CLINIC INC,Y,N,DIALYSIS CLINIC INC,442638,09/30/04,10/01/03,,37203,10/1/2003,9/30/2004,2004
66016,,,,,1,,,,,,,,,,,,,,,,,,,52,,10/01/95,DIALYSIS CLINIC INC,Y,N,DIALYSIS CLINIC INC,442571,09/30/04,10/01/03,,37204,10/1/2003,9/30/2004,2004
66024,6,4.5,3,1,1,,-1135572,-236317,160422,,3291,,34,,,421062,,123108,15757,143271,476651,1366683,402527,16694,,01/01/93,DIALYSIS CLINIC INC,Y,N,DIALYSIS CLINIC INC,192575,09/30/04,10/01/03,,70112,10/1/2003,9/30/2004,2004
66048,6,4,3,,1,,-273184,,32437,,1779,,7,1,235,116181,68153,47672,4789,85815,170053,460620,146449,6704,,10/13/93,,N,N,REGIONAL DIALYSIS SERVICES-BAYCITY,232531,,,,48706,7/1/2003,6/30/2004,2004
66049,6,4,3,,1,,-288506,,33841,,323,,7,1,286,91818,75726,87225,3015,39832,163822,260460,136820,5816,,05/12/99,,N,N,THUMB AREA DIALYSIS CENTER,232573,,,,48726,7/1/2003,6/30/2004,2004
66299,3,4.5,3,,1,,-211521,-26100,21482,,1017,,13,2,,36506,8751,101123,1351,102902,96601,160718,85220,3835,,01/17/02,,N,N,SHANNON DIALYSIS SERVICES,452839,09/30/04,10/01/03,,,10/1/2003,9/30/2004,2004
66305,3,5,3,9,1,,-773147,,82837,28522,4289,,20,3,14543,235442,35447,270752,3213,60615,444121,934955,217065,13283,,04/29/93,AMERITECH KIDNEY CENTER,Y,N,AMERITECH KIDNET CENTER BEDFORD,452655,01/31/04,02/01/03,,,2/1/2003,1/31/2004,2004
66432,6,5,3,,1,,,,,,,,7,2,,,45976,4282,14103,,81025,337920,4643,2964,,01/04/01,,N,N,RENAL DIALYSIS UNIT VABHHCS,432507,09/30/04,10/01/03,,,10/1/2003,9/30/2004,2004
66457,,,,,1,,8537,-8537,,,,,,,,,,,,,2224,,2005,,,10/11/01,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC.,112701,09/30/04,10/01/03,,30310,10/1/2003,9/30/2004,2004
66464,6,4,3,1,1,,-555982,-110870,72117,,3524,,21,3,,380415,16173,317037,10830,56778,361772,1344603,240042,14024,,09/01/86,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC.,222508,09/30/04,10/01/03,,02111,10/1/2003,9/30/2004,2004
66478,6,4,3,,1,,-732354,-127260,91651,,4428,,15,6,,230529,-1,342429,23652,59310,235189,954502,246949,11892,,06/04/01,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC.,222552,09/30/04,10/01/03,,02130,10/1/2003,9/30/2004,2004
66479,6,4.5,3,26,1,,-400108,-64102,52135,,1993,,13,2,,187970,,78832,10531,32870,183237,586222,139094,8474,,11/17/97,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC.,182541,09/30/04,10/01/03,,41056,10/1/2003,9/30/2004,2004
66482,3,6,3,,1,,-6934,-218,10200,,62,,16,,,1168,1689,13716,243,795,11966,5510,8150,72,,06/26/96,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC.,152544,09/30/04,10/01/03,,46202,10/1/2003,9/30/2004,2004
66484,3,4.5,3,18,1,,-383890,-76102,51777,,1580,,25,4,,205888,1585,185211,3229,66376,294123,557914,137131,8944,,05/01/93,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC.,442581,09/30/04,10/01/03,,37087,10/1/2003,9/30/2004,2004
66539,3,5,3,8,1,,,,21168,,515,,12,2,,,,,,,,,,,,09/23/89,,N,N,IDABEL DIALYSIS CENTER,372509,,,,74745,4/1/2003,3/31/2004,2004
66617,3,4.5,3,13,1,,-128148,-25102,15894,,714,,12,2,,82243,,132130,6727,63182,158094,243623,53355,3861,,10/01/01,DIALYSIS CLINIC INC,Y,N,DIALYSIS CLINIC  INC,262592,09/30/04,10/01/03,,64735,10/1/2003,9/30/2004,2004
66624,6,4,3,12,1,,-463284,-78688,56262,986,1253,,15,4,,178080,2846,55142,10089,62092,185594,497870,104840,7304,,01/01/95,DIALYSIS CLINIC INC,Y,N,DIALYSIS CLINIC INC,262542,09/30/04,10/01/03,,65065,10/1/2003,9/30/2004,2004
66656,6,4,3,5,1,,-101641,,10267,,1226,,16,1,,99119,10088,136244,7260,96624,221804,276071,304979,9357,,08/20/97,,N,N,BAYAMON RENAL,402520,07/06/04,01/01/04,,,1/1/2004,7/6/2004,2004
66657,6,4,3,10,1,,-54902,,5546,,212,,16,18,,41945,11159,67735,2686,2000,110242,170357,126072,3438,,03/12/93,,N,N,RENAL MEDICAL MANAGEMENT,402516,07/06/04,01/01/04,,,1/1/2004,7/6/2004,2004
66773,5,8,3,8,1,,-20653,,2065,,68,,1,1,,,1258,14656,92,3705,26102,40267,12073,499,,04/25/90,,N,N,CAMDEN REGIONAL DIALYSIS CENTER,042523,,,,71701,4/1/2003,3/31/2004,2004
66890,6,5,3,18,1,,-871355,79894,99772,,1800,,26,2,2694,150836,12983,179271,8288,116278,334021,568869,212433,12827,,04/10/89,2525 WEST END AVENUE  SUITE 600,,N,10585 N. MERIDIAN ST. STE. 160,252525,,,,,1/1/2004,12/31/2004,2004
67076,3,4.25,3,1,1,,-108439,-19327,13629,692,202,,20,2,252,11283,86,156416,224,59277,72868,64121,28380,1605,,03/22/99,FRESENIUS MEDICAL CARE  N.A.,Y,N,BMA CENTRAL MEMPHIS,442628,07/03/04,01/01/04,,,1/1/2004,7/3/2004,2004
67167,6,4.5,3,13,1,,-633118,58241,69526,,2446,,28,4,3046,188071,12709,264380,8584,107800,382057,698884,237792,14504,,06/08/83,2525 WEST END AVENUE  SUITE 600,,N,10585 N. MERIDIAN ST. STE. 160,252520,,,,,1/1/2004,12/31/2004,2004
67230,3,4.5,3,,1,,,,,,511,,8,1,,7307,,31181,3456,40380,22079,70709,17710,741,,01/08/98,,N,N,DIALYSIS SPECIALISTS OF LANCASTER,362588,01/07/04,01/01/03,,,1/1/2003,1/7/2004,2004
67250,6,5,3,15,1,,-863643,83923,95728,,1268,,25,1,2623,137301,11716,216838,6653,174795,348090,521066,207801,11276,,11/13/78,2525 WEST END AVENUE  SUITE 600,,N,10585 N. MERIDIAN ST. STE. 160,252506,,,,,1/1/2004,12/31/2004,2004
67303,6,4.5,3,,1,,-1899261,-192738,196225,29295,2152,,56,6,13445,214210,4115,467251,12605,403254,890801,981725,621152,29597,,02/04/99,,N,N,LUBBOCK DIALYSIS CENTER - REDBUD,452792,01/31/04,01/01/03,,,1/1/2003,1/31/2004,2004
67357,3,4,3,,1,,,,,,,,8,2,,,,,,,,,,1824,,05/25/04,,,N,2001 CANAL STREET  SUITE 220,192664,,,,,5/25/2004,12/31/2004,2004
67392,3,4,3,1,1,,-327763,,35261,,1353,,16,,,16311,79581,47561,2939,-6228,242804,228622,126739,6141,,05/12/87,3333 BIENVILLE STREET  SUITE 2,,N,3333 BIENEVILLE STREET  SUITE 2,192543,,,,,1/1/2004,12/31/2004,2004
67398,6,3.75,3,,1,,-534357,-66359,70016,,2723,349,9,2,1289,93044,827,184596,22482,71270,173770,417943,145185,7123,,10/01/99,,,N,621 10TH STREET,332537,,,,,1/1/2004,10/17/2004,2004
67403,6,5,3,,1,,-69703,,7163,,230,,19,2,,50984,779,46546,533,7500,79819,175198,48353,1990,,01/16/96,,N,N,SPRING BRANCH KIDNEY CENTER,452728,03/31/04,01/01/04,,,1/1/2004,3/31/2004,2004
67431,6,3.75,3,,1,,-552883,-79937,81675,,1826,,15,4,3094,182476,1832,302555,3989,170627,294820,696541,227531,11986,,02/22/99,95 HAYDEN AVENUE,,N,50 COMMERCE PARK DRIVE,072513,,,,,1/1/2004,12/31/2004,2004
67440,3,5,3,26,1,,,,19697,,620,,10,2,,,,,,,,,,,,07/05/00,,,N,13509 N. MERIDIAN - #4,372554,,,,,1/1/2004,12/31/2004,2004
67669,6,5,3,,1,,-532851,,50486,,,,16,2,,23234,224745,144330,5607,50408,307484,253333,312567,8538,1180,07/30/03,,,N,10160 WEST FLORISSANT,262603,,,,,1/1/2004,12/31/2004,2004
67806,3,4,3,,1,,-195321,,22469,,775,,13,1,,20555,67665,35803,,-7614,154896,178721,88427,4617,,04/13/81,3333 BIENVILLE STREET SUITE 2,,N,3333 BIENVILLE ST SUITE 2,192515,,,,,1/1/2004,12/31/2004,2004
67818,3,3.5,3,,1,,-8150,-15785,2862,495,94,,8,2,70,3266,2,17802,77,2336,28724,16852,7876,507,,12/30/94,FRESENIUS MEDICAL CARE  N.A.,Y,N,TREASURE COAST SOUTH,102677,02/28/04,01/01/04,,,1/1/2004,2/28/2004,2004
67821,3,4.5,3,,1,,-38164,-10239,6195,99,341,,4,1,295,19708,289,22115,816,21403,79074,122987,33193,1764,,12/26/00,FRESENIUS MEDICAL CARE,Y,N,PLAZA REGENCY,292514,11/30/04,01/01/04,,,1/1/2004,11/30/2004,2004
67830,6,5,3,13,1,,-948443,19034,89420,8712,3865,366,30,6,,637624,1473,283262,3304,29066,547447,1619107,383314,16084,,07/01/03,,,Y,3034 FISH HATCHERY ROAD,522555,,,,,7/1/2003,6/30/2004,2004
67888,6,5,3,12,1,,-900325,,128237,,4165,1034,34,5,,112774,6822,223483,6197,202895,480398,985880,534777,23377,,08/01/81,,,N,400 JOHN DEERE ROAD,142526,,,,,1/1/2004,12/31/2004,2004
67889,3,5,3,12,1,,-62886,,9585,,509,19,6,,,11857,30851,12447,417,20431,53583,87123,36847,2298,,11/10/99,,,N,600 NORTH COLLEGE AVENUE,142592,,,,,1/1/2004,12/31/2004,2004
67890,,,,,,,-43895,2467,10000,,,,,,,,,,,,,,,,,11/03/04,2525 WEST END AVENUE  SUITE 600,,N,25050 COUNTRY CLUB BLVD.  SUITE 250,142652,,,,,11/3/2004,12/31/2004,2004
67891,,,,,,,-28289,771,2600,,,,,,,,,,,,,,,,,11/01/04,2525 WEST END AVENUE  SUITE 600,,N,25050 COUNTRY CLUB BLVD.  SUITE 250,142656,,,,,11/1/2004,12/31/2004,2004
68245,6,5,3,,1,,-978027,-118233,122908,10943,2151,,25,2,3650,131803,1448,227911,5569,150664,284640,590536,214883,12183,,03/27/98,,N,N,MEMPHIS KIDNEY & DIALYSIS MIDTOWN,442610,10/31/04,01/01/04,,,1/1/2004,10/31/2004,2004
68246,3,4.5,3,12,1,,-572175,62131,67303,,1113,,34,,8007,39711,4460,252803,,72889,311095,196971,73550,4668,,02/19/88,DAVITA INC,Y,N,MACON DIALYSIS #822,112548,11/30/04,01/01/04,,,1/1/2004,11/30/2004,2004
68266,6,5.69999999999982,3,24,1,,-486519,31129,43421,3668,1384,131,12,2,,80406,11851,108964,4456,50171,113465,400244,125480,6715,,08/17/87,CENTRAL FLORIDA KIDNEY CENTERS  INC.,Y,N,CENTRAL FL KIDNEY CTRS  INC-VINELAND,102585,06/30/04,07/01/03,,,7/1/2003,6/30/2004,2004
68267,6,5.69999999999982,3,20,1,,-595651,35536,57231,2327,1430,,15,2,,93148,19680,162644,2954,57860,139423,466360,142903,7794,,09/06/96,CENTRAL FLORIDA KIDNEY CENTERS  INC.,Y,N,CENTRAL FL KIDNEY CTR  INC.- OSCEOLA,102704,06/30/04,06/30/03,,,6/30/2003,6/30/2004,2004
68268,6,5.69999999999982,3,18,1,,-924788,70890,85910,2550,881,35,15,2,,100991,4160,163113,3026,84946,148303,509082,172476,8388,,04/03/00,CENTRAL FLORIDA KIDNEY CENTERS  INC.,Y,N,CENTRAL FL KIDNEY CTR  INC-LONGWOOD,102768,06/30/04,07/01/03,,,7/1/2003,6/30/2004,2004
68301,6,4.75,3,,1,,-96637,,10690,,,,6,1,,36563,58836,64148,30999,,53920,305455,101262,3418,,03/25/98,,,N,931 HIGHLAND BLVD STE 3105,272503,,,,,7/1/2003,6/30/2004,2004
68303,6,4.5,3,16,1,,,,,,209,,3,1,,57920,,,,,74471,135320,28093,1168,,07/26/02,,,N,220 BURDETTE STREET,232597,,,,,4/1/2003,3/31/2004,2004
68412,6,5,3,,1,,-134001,,11863,,48,,3,,,31156,64148,,,5437,64629,146039,53446,1553,,07/01/96,GOOD SAMARITAN HOSPITAL,Y,N,MANOR CARE DIALYSIS-GOOD SAMARITAN,212578,06/30/04,07/01/03,,,7/1/2003,6/30/2004,2004
68487,6,4,3,13,1,,-150378,,18097,,824,,16,2,,10920,47626,92157,810,9156,115708,195730,33968,2420,,01/13/99,HILLMED DIALYSIS CENTER,Y,N,HILLMED DIALYSIS CENTER,362610,06/30/04,01/01/04,,,1/1/2004,6/30/2004,2004
68494,6,4,3,20,1,,-267071,28884,30711,,629,,18,3,9304,60980,1598,163194,,51815,292981,258785,71606,5319,,05/01/87,DAVITA  INC,Y,N,MT WASHINGTON DIALYSIS,212527,09/30/04,01/01/04,,,1/1/2004,9/30/2004,2004
68510,3,4.5,3,8,1,,-1296,,1296,,29,,8,1,,,15813,11317,267,4679,11684,53535,29961,1132,,10/19/98,,,N,122 WEST 11TH STREET,042551,,,,,4/2/2003,3/31/2004,2004
68535,6,4,3,,1,,-111043,10572,12468,,236,,8,,3487,13327,1585,41192,,20407,93913,55136,29985,1312,,06/01/04,DAVITA  INC,Y,N,FREEWAY DRIVE DIALYSIS CENTER,342574,10/22/04,06/01/04,,,6/1/2004,10/22/2004,2004
68536,6,5,3,22,1,,-22557,2334,2503,,48,,10,1,1016,3201,73,26945,,3470,16062,12427,5569,241,,10/29/03,DAVITA  INC,Y,N,COPPERFIELD DIALYSIS CENTER,342631,01/31/04,01/01/04,,,1/1/2004,1/31/2004,2004
68537,3,5,3,19,1,,-190797,16384,22175,,275,,10,,939,47751,3658,103733,2953,31911,175946,218479,65284,4473,,11/16/93,RENAL CARE GROUP  INC.,Y,N,STARR DIALYSIS CENTER,452664,10/15/04,01/01/04,,,1/1/2004,10/15/2004,2004
68538,6,5,3,1,1,,-55182,,5564,427,383,,8,1,,13488,,5314,,13386,60242,81679,31480,1148,,01/10/94,,,,BLACK HILLS DIALYSIS - EAGLE BUTTE,432501,03/31/04,01/01/04,,,1/1/2004,3/31/2004,2004
68573,3,4,3,,1,,-16784,,14859,,,,8,1,,6625,,6000,162,1591,14455,24601,9568,417,,12/19/97,KIDNEY CARE I  INC,Y,N,KIDNEY CARE I  INC,162514,02/29/04,01/01/04,,50266,1/1/2004,2/29/2004,2004
68574,3,4,3,,1,,-2797,,373,,147,,6,1,,2286,,10456,131,2273,10018,11016,6761,293,,06/29/00,KIDNEY CARE I  INC,Y,N,KIDNEY CARE I  INC,162520,02/29/04,01/01/04,,50266,1/1/2004,2/29/2004,2004
68575,3,4,3,,1,,-1678,,257,,,,7,1,,3560,,8406,120,1996,9249,13997,8577,335,,04/26/01,KIDNEY CARE I  INC,Y,N,KIDNEY CARE I  INC,162523,02/29/04,01/01/04,,50266,1/1/2004,2/29/2004,2004
