rpt_rec_num,avg_days_open_per_week,avg_session_time,avg_weekly_sessions,dialyser_reuse_times,dialyzer_type,epo_cost,epo_net_cost,epo_rebates,epo_total,lab_services,non_medicare_sessions,non_medicare_sessions_indirect,num_machines_regular,num_machines_standby,supplies,total_costs_hd_benefits,total_costs_hd_drugs,total_costs_hd_housekeeping,total_costs_hd_labs,total_costs_hd_machines,total_costs_hd_other,total_costs_hd_salaries,total_costs_hd_supplies,total_treatments_hd,total_treatments_pd,certification_date,chain_identity,chain_indicator,ever_hospital_based,facility_name,prvdr_num,report_end_date,report_start_date,state,zip_code,fy_bgn_dt,fy_end_dt,year
127303,6,4.5,3,,1,,,,,,4830,2664,45,8,,127542,,319648,10207,335857,822538,1969274,203737,23866,,05/01/1987,,N,N,KANSAS DIALYSIS SERVICES  LLC,172508,12/31/2010,01/01/2010,KS,66066,1/1/2010,12/31/2010,2010
127385,6,4.42999999999984,3,,1,350203,-366220,16017,38580,,2644,,11,3,,48461,57848,52792,20751,40409,273410,541375,167703,7021,,04/25/1994,,N,N,GIRARD DIALYSIS CENTER,392591,12/31/2010,01/01/2010,PA,19122,1/1/2010,12/31/2010,2010
128680,6,5,3,,1,,,,,,770,1187,16,3,2952,117211,10383,180124,4144,111352,244052,281320,125611,6198,,10/13/1993,MIDMICHIGAN HEALTH,Y,N,REGIONAL DIALYSIS SVC - BAY CITY,232531,06/30/2010,07/01/2009,MI,48706,7/1/2009,6/30/2010,2010
128961,3,4.5,3,,1,,,,,,781,,12,2,,14386,,47078,1006,46401,88331,195379,91643,3344,,06/15/1988,,N,N,KANSAS DIALYSIS SERVICES  LLC,172510,12/31/2010,01/01/2010,KS,66067,1/1/2010,12/31/2010,2010
129247,6,4,3,2225,1,819160,-862579,43419,94738,,5638,,22,2,,192544,67033,640041,17608,96169,657314,829961,387872,16853,,12/17/2007,RENAL SERVICES OF AMERICA INC,Y,N,RSA - GUAM  LLC,652500,12/31/2010,01/01/2010,GU,96913,1/1/2010,12/31/2010,2010
129248,6,4,3,24,1,618777,-656786,38009,76893,,5889,,21,2,,205446,60302,697191,17688,16858,651401,887073,450491,16653,,12/17/2007,RENAL SERVICES OF AMERICA INC,Y,N,RSA - GUAM LLC,652501,12/31/2010,01/01/2010,GU,96910,1/1/2010,12/31/2010,2010
129250,,5,,,1,,253862,,16938,,2128,,14,3,,70237,231295,56057,4717,269106,1252043,412450,,5895,,03/14/2007,,N,N,ST. JUDE RENAL CARE FACILITY INC,662501,12/31/2010,01/01/2010,MP,96950,1/1/2010,12/31/2010,2010
129360,3,4,3,,1,91713,-95127,3414,10546,,303,,11,2,,16115,4314,153031,694,48835,233492,105059,51418,2389,,07/01/2008,RELIANT RENAL CARE,Y,N,RRC TRNINDAD,062549,09/30/2010,10/01/2009,CO,81082,10/1/2009,9/30/2010,2010
129786,6,4.84999999999991,3,,1,450272,-297054,-153218,43331,8108,1501,,13,2,1181,92981,18144,270072,627,78403,354906,323117,81110,5601,,06/03/2009,FRESENIUS MEDICAL CARE  N.A.,Y,N,FMC FLORISSANT,262633,12/31/2010,01/01/2010,MO,63031,1/1/2010,12/31/2010,2010
129858,3,4,3,30,1,248578,-248578,,26808,,960,,11,1,,13708,70893,30489,2023,5481,216267,181030,101548,3716,,12/03/1987,METROPOLITAN DIALYSIS CENTERS  INC.,Y,N,MORGAN CITY DIALYSIS CENTER  INC.,192548,12/31/2010,01/01/2010,LA,70006,1/1/2010,12/31/2010,2010
130029,6,5,3,,1,977030,-644594,-332436,88990,32133,3954,,27,5,3050,292257,16322,470510,1404,142738,739606,858905,238222,15712,,06/01/1973,FRESENIUS MEDICAL CARE  N.A.,Y,N,N VIRGINIA - ALEX,492505,12/31/2010,01/01/2010,VA,22304,1/1/2010,12/31/2010,2010
130033,6,5,3,,1,522539,-344779,-177760,44239,9477,1007,629,16,5,1484,92833,13168,381996,984,115229,541693,261289,133340,7952,,08/24/1980,FRESENIUS MEDICAL CARE  N.A.,Y,N,WARRENTON,492525,12/31/2010,01/01/2010,VA,20186,1/1/2010,12/31/2010,2010
130046,6,3.51999999999998,3,,1,964137,-636181,-327956,92306,18277,2023,4470,34,5,3309,240134,23461,415003,1589,223307,737568,735717,234919,14246,,06/07/1993,FRESENIUS MEDICAL CARE  N.A.,Y,N,KEMPSVILLE,492567,12/31/2010,01/01/2010,VA,23502,1/1/2010,12/31/2010,2010
130055,3,3.64999999999998,3,,1,395406,-260917,-134489,40957,6069,562,1366,15,2,1215,54951,5065,152824,405,86735,225141,204773,49690,3083,,02/09/1999,FRESENIUS MEDICAL CARE  N.A.,Y,N,MONTGOMERY COUNTY,492595,12/31/2010,01/01/2010,VA,24060,1/1/2010,12/31/2010,2010
130073,6,3.40999999999997,3,,1,860803,-567931,-292872,87330,7338,1354,627,17,2,2388,161767,13323,201789,1421,105373,466095,454960,169561,10607,,04/01/1998,FRESENIUS MEDICAL CARE  N.A.,Y,N,TWO VIRGINIAS,512515,12/31/2010,01/01/2010,WV,24701,1/1/2010,12/31/2010,2010
130415,3,4,3,,1,162537,-152877,-9660,18240,,542,,18,2,,98585,4771,205194,6146,79140,233520,458700,67043,3128,,09/16/2009,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC.,072538,09/30/2010,10/01/2009,CT,06040,10/1/2009,9/30/2010,2010
130425,6,4,3,,1,158972,-164360,5388,46290000,11279,2506,,21,2,222536,152659,,135101,,,489142,633351,,8973,,12/15/2004,,N,N,THE DIALYSIS CTR OF HAMILTON PARK,312580,12/31/2010,01/01/2010,NJ,07302,1/1/2010,12/31/2010,2010
130471,6,4.5,3,21,1,12426,-12426,,1851,,18,,12,2,636,6099,27,20641,,5087,22252,19353,5106,336,,10/10/2008,DAVITA  INC,Y,N,PRINCETON DIALYSIS #2256,152629,01/31/2010,01/01/2010,IN,47670,1/1/2010,1/31/2010,2010
130472,3,4,3,9,1,3108,-3108,,507,,,,8,1,211,2776,,15079,,4779,15372,7996,3037,88,,07/01/2009,DAVITA  INC,Y,N,RUSH COUNTY DIALYSIS #4359,152639,01/31/2010,01/01/2010,IN,46173,1/1/2010,1/31/2010,2010
130473,3,5,3,,1,34210,-34210,,3421,,263,,11,2,,,74,3110,480,,,83554,91123,1548,,08/16/2002,,N,N,HOPE DIALYSIS,042569,12/31/2010,01/01/2010,AR,71870,1/1/2010,12/31/2010,2010
130542,3,3.75,3,10,1,3948,-3948,,821,,15,,10,2,398,2414,,15932,,4821,14478,10825,5417,133,,03/23/2009,DAVITA  INC,Y,N,NORTH VERNON DIALYSIS #4358,152636,01/31/2010,01/01/2010,IN,47265-7183,1/1/2010,1/31/2010,2010
130543,6,4,3,,1,311093,-325142,14049,34695,,2324,,16,1,,123366,19404,434383,8844,49258,184601,412382,145616,5797,,07/01/2008,RENAL SERVICES OF AMERICA INC,Y,N,RENAL SERVICES OF AMERICA INC.,262621,12/31/2010,01/01/2010,MO,63011,1/1/2010,12/31/2010,2010
130614,6,4,3,,1,-14400,9485,4915,,,1000,,12,2,77,4027,290,235261,198,60284,57189,10616,90,1000,,12/05/2002,FRESENIUS MEDICAL CARE  N.A.,Y,N,FMC PAMELA HEIGHTS,452852,12/31/2010,01/01/2010,TX,77053,1/1/2010,12/31/2010,2010
130627,6,4.5,3,,1,651638,-429977,-221661,51068,9110,1438,1067,31,3,3097,229961,18310,266177,1524,200509,581574,615836,243148,10641,,05/21/2003,FRESENIUS MEDICAL CARE  N.A.,Y,N,FMC SALINA,172502,12/31/2010,01/01/2010,KS,67402,1/1/2010,12/31/2010,2010
130711,3,4.5,3,,1,88605,-88605,,8055,,317,,30,3,,19059,,324074,4553,10368,130616,219177,113162,1919,,04/14/2010,,N,N,1960 DIALYSIS CENTER INC.,672640,12/31/2010,04/14/2010,TX,77073-1887,4/14/2010,12/31/2010,2010
130756,3,5.01999999999998,3,,1,358335,-236410,-121925,33564,4140,769,,17,2,1385,51948,8305,341285,396,75756,325681,164435,69253,3684,,02/27/2008,FRESENIUS MEDICAL CARE  N.A.,Y,N,FMCNA  DBA WENTZVILLE,262629,12/31/2010,01/01/2010,MO,63385,1/1/2010,12/31/2010,2010
130761,6,4,3,,1,899347,-899347,,98247,,1702,1055,20,2,,57625,8822,180990,7844,57607,263646,653081,321115,11416,,10/19/1979,,N,N,WAYCROSS DIALYSIS FACILITY INC.,112518,02/28/2010,03/01/2009,GA,31501,3/1/2009,2/28/2010,2010
130780,6,4,3,,1,292060,-310478,18418,35782,,1930,,18,2,,139957,30454,320346,6964,33047,204416,472551,190901,7531,,07/01/2008,RENAL SERVICES OF AMERICA INC,Y,N,RENAL SERVICES OF AMERICA INC.,262553,12/31/2010,01/01/2010,MO,63026,1/1/2010,12/31/2010,2010
130781,6,4.5,3,,1,742912,-742912,,89929,6110,3517,,16,2,,349083,,257074,3396,175414,696650,888135,257048,13429,,01/01/2007,AMERICAN RENAL ASSOCIATES  INC.,Y,N,METRO ST. LOUIS - FLORISSANT LLC,262603,12/31/2010,01/01/2010,MO,63136,1/1/2010,12/31/2010,2010
130782,6,4.5,3,15,1,38275,-38275,,9568,,3489,,16,2,,210211,647767,173143,76228,64737,258999,824797,381015,12368,,01/31/1989,,N,N,GSH DIALYSIS  INC.,392557,06/30/2010,07/01/2009,PA,17042,7/1/2009,6/30/2010,2010
130806,7,4.5,3,,1,228481,-151289,-77192,20015,5044,942,,20,3,621,58317,6178,144389,298,41179,200264,167383,46436,2859,,08/27/1997,FRESENIUS MEDICAL CARE  N.A.,Y,N,FRESENIUS MEDICAL CARE HENDRICKS COU,152552,05/31/2010,01/01/2010,IN,46122,1/1/2010,5/31/2010,2010
130845,3,4.5,3,,1,157180,-103700,-53480,14176,2127,408,,8,1,980,45348,5249,37167,353,56632,224893,105139,45724,2807,,11/20/1990,FRESENIUS MEDICAL CARE  N.A.,Y,N,FMC CONCORDIA,172516,12/31/2010,01/01/2010,KS,66901,1/1/2010,12/31/2010,2010
130846,3,4,3,1,1,51619,-51619,,6363,,236,,14,2,1980,23141,1152,167158,,46124,276648,88119,31919,918,,07/07/2010,DAVITA  INC,Y,N,MAPLE VALLEY PLAZA DIALYSIS #5010,262640,12/31/2010,07/07/2010,MO,63640-1993,7/7/2010,12/31/2010,2010
130853,6,4,3,,1,444382,-471194,26812,53578,13965,2864,,24,2,,108515,17660,315136,2952,97187,339100,561566,162248,7779,,10/16/2008,DSI RENAL  INC,Y,N,DSI WESTPORT RENAL CENTER,262631,12/31/2010,01/01/2010,MO,64111-2516,1/1/2010,12/31/2010,2010
130922,3,5,3,12,1,,,,,,770,,19,2,,32445,30035,94887,1330,29559,80403,227388,85068,5341,,04/19/1997,,N,N,QUAD CITIES KIDNEY CENTER LTD,162507,12/31/2010,01/01/2010,IA,52803,1/1/2010,12/31/2010,2010
130923,6,4.5,3,,1,272438,-179726,-92712,24880,5708,1384,,8,1,1553,80916,8282,31806,563,63747,286750,219409,79652,4986,,06/11/1998,FRESENIUS MEDICAL CARE  N.A.,Y,N,FMC JUNCTION CITY,172535,12/31/2010,01/01/2010,KS,66441,1/1/2010,12/31/2010,2010
131097,3,4.5,3,,1,848745,-848745,,81800,,1532,,14,3,,91441,,204340,8240,824,452855,473021,207451,8685,,06/04/2003,DIALYSIS CORPORATION OF AMERICA  INC,Y,N,DCA OF ADEL  LLC,112733,12/31/2010,01/01/2010,GA,31620,1/1/2010,12/31/2010,2010
131104,6,4.5,3,,1,755363,-755363,,71098,,2396,,15,2,,162830,,382603,8172,1160,614247,838274,249871,10366,,08/22/2005,DIALYSIS CORPORATION OF AMERICA,Y,N,DCA OF BALTIMORE  LLC,212647,12/31/2010,01/01/2010,MD,21229,1/1/2010,12/31/2010,2010
131112,3,4.5,3,,1,218705,-218705,,22791,,1143,,12,,,33692,,203725,1982,1855,205918,142770,83677,2682,,01/31/2008,DIALYSIS CORPORATION OF AMERICA INC,Y,N,DCA OF DELAWARE COUNTY  LLC,362713,12/31/2010,01/01/2010,OH,43015,1/1/2010,12/31/2010,2010
131117,6,4,3,,1,472586,-472586,,33275,,2370,627,21,2,,83296,,270971,6393,3061,578763,427217,213889,7699,,01/11/1999,DIALYSIS CORPORATION OF AMERICA  INC,Y,N,DCA OF CHAMBERSBURG  INC,392648,12/31/2010,01/01/2010,PA,17201,1/1/2010,12/31/2010,2010
131124,4,18,6,,1,340291,-340291,,38514,,2449,49,1,12,,68455,,349467,8265,1324,403019,413949,136952,6635,,03/31/2004,DIALYSIS CORPORATION OF AMERICA  INC,Y,N,DCA OF POTTSTOWN  LLC,392707,12/31/2010,01/01/2010,PA,19464,1/1/2010,12/31/2010,2010
131127,6,3.75,3,,1,571241,-571241,,62857,,4160,,23,2,,77470,,375946,16294,3966,467126,412393,357439,8578,,08/04/2008,DIALYSIS CORPORATION OF AMERICA,Y,N,DCA OF CAMP HILL  LLC,392750,12/31/2010,01/01/2010,PA,17011,1/1/2010,12/31/2010,2010
131253,3,4.75,3,,1,3844,-3844,,427,,,163,30,3,,,99,31798,,574,16065,,458,163,,12/01/2010,,N,N,ROMANO WOODS DIALYSIS CENTER,672655,12/31/2010,12/01/2010,TX,77090,12/1/2010,12/31/2010,2010
131278,3,5,3,,1,99411,-91804,-7607,11265,,314,,12,2,,72786,2504,73041,4006,26547,114502,235075,44951,2441,,03/21/2002,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC.,162524,09/30/2010,10/01/2009,IA,51040,10/1/2009,9/30/2010,2010
131280,6,5,3,,1,319006,-292149,-26857,35926,6321,922,,20,2,,130909,5378,135330,2283,57446,267490,509522,111574,6308,,06/17/1994,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC.,182530,09/30/2010,10/01/2009,KY,40601,10/1/2009,9/30/2010,2010
131281,3,5,3,,1,334742,-310718,-24024,36574,9017,1102,,15,2,,115832,9125,139073,844,40442,223939,415783,84456,4989,,02/01/1995,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC.,182533,09/30/2010,10/01/2009,KY,40475,10/1/2009,9/30/2010,2010
131282,6,4,3,,1,324666,-301612,-23054,34640,,697,,12,2,,152071,5874,77867,15159,35548,256126,414893,124448,6901,,07/01/1979,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC.,262505,09/30/2010,10/01/2009,MO,63501,10/1/2009,9/30/2010,2010
131283,3,3,3,9,1,142021,-130913,-11108,15871,16,385,,4,9,,72709,2795,38872,6736,37010,122891,209520,38667,2925,,01/01/1989,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC.,262522,09/30/2010,10/01/2009,MO,63353,10/1/2009,9/30/2010,2010
131284,6,4.5,3,,1,167837,-153996,-13841,18744,,748,,12,2,,106014,4674,110330,6074,57107,248110,361731,76001,4194,,07/20/1999,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC.,262577,09/30/2010,10/01/2009,MO,64012,10/1/2009,9/30/2010,2010
131285,6,4,3,,1,179676,-164817,-14859,19894,,320,,8,2,,104230,12458,27586,3307,63714,171113,382076,86721,4255,,07/28/1998,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC.,272504,09/30/2010,10/01/2009,MT,59417,10/1/2009,9/30/2010,2010
131287,6,4,3,,1,519199,-473132,-46067,56901,,3657,,24,3,,250759,2998,650642,44124,32806,462796,1093338,255674,11998,,12/01/2000,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC.,332617,09/30/2010,10/01/2009,NY,10532,10/1/2009,9/30/2010,2010
131288,3,4.5,3,,1,320024,-295697,-24327,35930,,1213,,14,2,,121675,6502,213734,13197,44969,241188,546291,116648,5820,,11/04/2003,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC.,362664,09/30/2010,10/01/2009,OH,45069,10/1/2009,9/30/2010,2010
131289,6,4.5,3,,1,416716,-383842,-32874,43990,88,3870,,21,3,,189210,11892,233194,31865,61879,317491,697632,222909,11352,,12/17/2001,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC.,392683,09/30/2010,10/01/2009,PA,15701,10/1/2009,9/30/2010,2010
131290,6,5.5,3,14,1,884512,-818626,-65886,97926,,1615,,16,5,,219082,12209,112582,14860,67851,458403,821728,158787,10375,,11/21/1996,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC.,422563,09/30/2010,10/01/2009,SC,29403,10/1/2009,9/30/2010,2010
