rpt_rec_num,avg_days_open_per_week,avg_session_time,avg_weekly_sessions,dialyser_reuse_times,dialyzer_type,epo_cost,epo_net_cost,epo_rebates,epo_total,lab_services,non_medicare_sessions,non_medicare_sessions_indirect,num_machines_regular,num_machines_standby,supplies,total_costs_hd_benefits,total_costs_hd_drugs,total_costs_hd_housekeeping,total_costs_hd_labs,total_costs_hd_machines,total_costs_hd_other,total_costs_hd_salaries,total_costs_hd_supplies,total_treatments_hd,total_treatments_pd,certification_date,chain_identity,chain_indicator,ever_hospital_based,facility_name,prvdr_num,report_end_date,report_start_date,state,zip_code,fy_bgn_dt,fy_end_dt,year
460,3,4.75,3,27,1,,-184234,,24164,,89,169,20,1,,26664,52068,40596,5988,86025,142736,185935,98970,5383,,12/01/1989,,,,VALLEY KIDNEY CENTER,042508,12/31/1998,01/01/1998,,72801,1/1/1998,12/31/1998,1998
475,3,4.75,3,22,1,,-133196,,16556,,581,,19,1,,16490,36713,38530,5241,69406,120370,126222,88389,4648,,09/12/1986,,,,DEGRAY KIDNEY CENTER,042512,12/31/1998,01/01/1998,,,1/1/1998,12/31/1998,1998
485,6,4,3,13,1,,-304370,,35941,,1305,1218,14,1,,79949,,114339,25433,52022,637887,390527,191088,8680,,07/10/1987,,,,CENTRAL AR DIALYSIS & TRANSPLANTATION,042513,12/31/1998,01/01/1998,,72114,1/1/1998,12/31/1998,1998
495,6,4,3,13,1,,-143275,,13583,,780,,10,2,,81922,,59848,11759,37366,671731,342118,158101,8279,,10/01/1988,,,,CENTRAL ARKANSAS DIALYSIS & TRANSPLANT,042514,12/31/1998,01/01/1998,,72143,1/1/1998,12/31/1998,1998
510,3,4,3,30,1,,-166990,,21330,,104,16,7,1,,40892,44080,47907,6155,14551,131066,219656,,3840,,05/11/1988,,,,DIALYSIS CENTER OF N. CENTRAL AR,042516,12/31/1998,01/01/1998,,72501,1/1/1998,12/31/1998,1998
520,6,3.75,3,13,1,,-164672,,20071,,1082,,10,1,,67019,,57912,13175,26770,566794,228152,114898,6420,,07/01/1988,,,,CENTRAL AR DIALYSIS & TRANS.,042517,12/31/1998,01/01/1998,,72032,1/1/1998,12/31/1998,1998
563,6,4.5,3,16,1,,-151718,,16648000,,193,,8,1,,40501,2606,59713,3603,3284,29645,109950,75930,3529,,07/03/1990,TEXARKANA REGIONAL DIALYSIS,Y,,NASHVILLE DIALYSIS CENTER,042524,12/31/1998,01/01/1998,,71852,1/1/1998,12/31/1998,1998
597,6,4.75,3,21,1,,-219114,,26546,,1395,262,14,1,,34446,77208,77067,8086,35106,142683,202416,129036,7662,,02/21/1992,,,,HOT SPRINGS DIALYSIS,042531,12/31/1998,01/01/1998,,71913,1/1/1998,12/31/1998,1998
617,6,5,3,25,1,,-198330,,21557,,900,,12,2,217970,36609,,92118,,81309,24972,338880,,5011,,01/22/1994,,,,OSCEOLA DIALYSIS CENTER,042534,12/31/1998,01/01/1998,,72370,1/1/1998,12/31/1998,1998
628,6,4.25,3,13,1,,-117024,,12327,,1126,,9,,,60301,,57383,18690,34443,473795,248742,134448,5435,,07/01/1988,,,,CENTRAL AR DIALYSIS & TRANSPLANTATION,042535,12/31/1998,01/01/1998,,72076,1/1/1998,12/31/1998,1998
637,6,4.75,3,20,1,,-277867,,33351,,1086,471,16,2,,42752,94999,58518,9447,97228,220538,271054,195416,9059,,03/01/1995,,,,SOUTH ARKANSAS KIDNEY CENTER,042536,12/31/1998,01/01/1998,,71730,1/1/1998,12/31/1998,1998
648,6,4.5,3,24,1,,-113305,,13050,,717,,9,1,,64271,,61946,,,244859,116430,80890,4513,,01/01/1996,REGIONAL KIDNEY CENTERS,Y,Y,REGIONAL KIDNEY CTR-HIDDEN SPRINGS,042540,12/31/1998,01/01/1998,,72712,1/1/1998,12/31/1998,1998
654,6,4.25,3,13,1,,-163171,,21592400,,1012,351,18,2,,17674,39455,47216,10404,91288,183147,257348,137656,5141,,09/23/1996,,,,SOUTH ARKANSAS DIALYSIS OF PINE BLUFF,042541,12/31/1998,01/01/1998,,71611,1/1/1998,12/31/1998,1998
661,3,4,3,15,1,,-72950,2050,7878,,763,,12,1,366,16364,,141413,4117,62447,93069,111513,60621,2211,,05/14/1997,HEALTH RESOURCES GROUP  INC.,Y,,RENAL SVCS GROUP OF WEST MEMPHIS  LLC,042544,12/31/1998,01/01/1998,,72301,1/1/1998,12/31/1998,1998
666,6,4.5,3,34,1,,-137539,,14780,,335,,9,1,,30788,2102,90074,3271,3078,84533,90269,72345,3163,,07/25/1997,TEXARKANA REGIONAL DIALYSIS,Y,,SOUTHWEST AR DIALYSIS UNIT,042545,,,,71753,1/1/1998,12/31/1998,1998
670,6,4.5,3,13,1,,-60515,,5574,,488,,16,1,,25535,,87335,2379,31010,63496,116997,65560,2082,,05/15/1998,,,,AR RENAL SYSTEMS-MIDTOWN DIALYSIS,042547,12/31/1998,05/15/1998,,72205,5/15/1998,12/31/1998,1998
674,3,4.5,3,,1,,-21438,,2664,,128,,8,1,,20303,,52675,,,47443,45531,37316,757,,06/17/1998,REGIONAL KIDNEY CENTERS,Y,,REGIONAL KIDNEY CENTERS-SILOAM SPRINGS,042549,12/31/1998,06/17/1998,,72761,6/17/1998,12/31/1998,1998
706,6,5,3,30,1,,-229589,,24803,1973,2783,,20,3,,27628,2919,62050,1476,30752,75078,241166,87645,5839,,11/08/1982,RENALWEST LC,Y,,RENALWEST EAST VALLEY,032509,04/30/1998,01/01/1998,,68440,1/1/1998,4/30/1998,1998
708,6,5,3,30,1,,,-459178,61283,3946,5738,,20,3,,75254,5837,124745,2953,61504,150921,482333,175291,11678,,11/08/1982,RENALWEST LC,Y,,RENALWEST EAST VALLEY,032509,12/31/1998,05/01/1998,,68440,5/1/1998,12/31/1998,1998
723,6,4,3,35,1,,-53181,,6302,413,463,,12,2,,8199,1212,30434,478,17468,48206,64058,21062,1530,,10/01/1987,RENALWEST LC,Y,,RENALWEST WHITE RIVER,032515,04/30/1998,01/01/1998,,11899,1/1/1998,4/30/1998,1998
725,6,4,3,35,1,,-106361,,14158,826,733,,12,2,,16399,2423,60871,956,34935,96438,128115,42124,3060,,10/01/1987,RENALWEST INC,Y,,RENALWEST WHITERIVER,032515,12/31/1998,05/01/1998,,85941,5/1/1998,12/31/1998,1998
738,6,3.75,3,33,1,,-171047,,16282,277,1800,,12,2,,27469,3736,48361,988,23054,77234,188116,53240,3927,,03/24/1986,RENALWEST LC,Y,,RENALWEST CHANDLER,032516,04/30/1998,01/01/1998,,46136,1/1/1998,4/30/1998,1998
740,6,3.75,3,33,1,,-342093,,46448,553,3396,,12,2,,54938,7472,96721,1977,46110,155284,376232,106481,7854,,03/24/1986,RENALWEST INC,Y,,RENALWEST CHANDLER,032516,12/31/1998,05/01/1998,,46136,5/1/1998,12/31/1998,1998
764,6,4.51999999999998,3,39,1,,-73789,,6321,1186,301,,12,2,,20895,1382,47613,823,18282,49563,106135,28048,2116,,07/18/1988,RENALWEST LC,Y,,RENALWEST PRESCOTT,032523,04/30/1998,01/01/1998,,11439,1/1/1998,4/30/1998,1998
766,6,4.51999999999998,3,39,1,,-147577,,20750,2372,397,,12,2,,41792,2765,95222,1646,36565,99331,212269,56096,4232,,07/18/1988,RENALWEST INC.,Y,,RENALWEST PRESCOTT,032523,12/31/1998,05/01/1998,,86301,5/1/1998,12/31/1998,1998
784,6,4.25,3,40,1,,-177987,,19458,1018,1654,,20,2,,36382,3018,56899,1235,28805,79536,193541,65669,4518,,12/07/1988,RENALWEST LC,Y,,RENALWEST SOUTHWEST MESA,032526,04/30/1998,01/01/1998,,21071,1/1/1998,4/30/1998,1998
786,6,4.25,3,40,1,,-355975,,45941,2036,3431,,20,2,,72764,6037,113797,2469,57610,159805,387083,131339,9035,,12/07/1988,RENALWEST INC,Y,,RENALWEST SOUTHWEST MESA,032526,12/31/1998,05/01/1998,,85202,5/1/1998,12/31/1998,1998
808,6,4,3,40,1,,-239526,,23556,,1055,,18,2,,24056,2618,60410,1136,24502,68118,167193,53615,3808,,05/05/1989,RENALWEST LC,Y,,RENALWEST GLENDALE,032528,04/30/1998,01/01/1998,,64836,1/1/1998,4/30/1998,1998
810,6,4,3,30,1,,-479052,,59905,2156,2220,,18,2,,57224,5235,127926,2384,49004,150966,397734,107229,7616,,05/05/1989,RENALWEST  INC,Y,,RENALWEST-GLENDALE,032528,12/31/1998,05/01/1998,,85306,5/1/1998,12/31/1998,1998
827,6,4.5,3,43,1,,,-254334,25647,765,1890,,20,2,,35150,2703,69198,1712,28118,107518,221748,83074,5851,,12/14/1989,RENALWEST LC,Y,,RENALWEST PHOENIX,032531,04/30/1998,01/01/1998,,62710,1/1/1998,4/30/1998,1998
829,6,4.5,3,43,1,,-508668,,66881,1531,3501,,20,2,,70299,5407,138774,3422,56237,215162,443497,166149,11701,,12/14/1989,RENALWEST  INC.,Y,,RENALWEST PHOENIX,032531,12/31/1998,05/01/1998,,85006,5/1/1998,12/31/1998,1998
842,6,4,3,33,1,,-196002,,21426,580,1396,,18,2,,34268,2676,108310,1269,28198,91911,220676,67314,4657,,02/01/1990,RENALWEST LC,Y,,RENALWEST NATIVE AMERICAN,032532,04/30/1998,01/01/1998,,70207,1/1/1998,4/30/1998,1998
844,6,4,3,32,1,,-392003,,50970,1160,3142,,18,2,,68537,5351,216616,2539,56395,189517,441353,134627,9314,,02/01/1990,RENALWEST INC,Y,,RENALWEST NATIVE AMERICAN,032532,12/31/1998,05/01/1998,,85247,5/1/1998,12/31/1998,1998
857,6,4,3,36,1,,-237307,,33616,3224,1731,,11,2,,44406,6567,62087,2001,31535,125850,246751,85478,6509,,10/01/1990,RENALWEST INC,Y,,RENALWEST GLOBE,032533,12/31/1998,05/01/1998,,85501,5/1/1998,12/31/1998,1998
871,,,,,,,-56700,,6485,,,,,,,,,,,,,,,,,06/17/1991,RENALWEST LC,Y,,RENALWEST HOME DIALYSIS MESA,032535,04/30/1998,01/01/1998,,45229,1/1/1998,4/30/1998,1998
873,,,,,,,-113401,,13059,1259,,,,,,,,,,,,,,12,,06/17/1991,RENALWEST INC,Y,,RENALWEST HOME DIALYSIS MESA,032535,12/31/1998,05/01/1998,,45229,5/1/1998,12/31/1998,1998
901,6,3,3,,1,,-378321,,34492,,,3342,16,1,9785,110325,252,197081,2198,90193,323278,610009,467812,11764,,12/09/1992,,,,WESTERN SKIES DIALYSIS  INC.,032540,12/31/1998,01/01/1998,,85222,1/1/1998,12/31/1998,1998
914,6,4.5,3,37,1,,-151367,,16110,1497,1793,,20,2,,33594,3411,58395,1055,30200,78777,195358,60931,4240,,11/23/1992,RENALWEST LC,Y,,RENALWEST TEMPE,032541,04/30/1998,01/01/1998,,21017,1/1/1998,4/30/1998,1998
916,6,4.5,3,37,1,,-302733,,42065,2993,3633,,20,2,,67188,6822,116810,2111,60397,158212,390716,121861,8479,,11/23/1992,RENALWEST INC,Y,,RENALWEST TEMPE,032541,12/31/1998,05/01/1998,,85282,5/1/1998,12/31/1998,1998
932,6,4.75,3,39,1,,-56530,,6894,20,142,,12,2,,8869,1052,35550,575,18258,46459,61812,22204,1443,,04/06/1993,RENALWEST LC,Y,,RENALWEST LAKE HAVASU,032544,04/30/1998,01/01/1998,,30949,1/1/1998,4/30/1998,1998
934,6,4.75,3,39,1,,-113059,,15385,40,254,,12,2,,17739,2104,72587,1150,36515,93154,123624,44408,2887,,04/06/1993,RENALWEST INC,Y,,RENALWEST LAKE HAVASU,032544,12/31/1998,05/01/1998,,30949,5/1/1998,12/31/1998,1998
951,6,4.55999999999995,3,39,1,,-88634,,12166,680,259,,12,2,,17261,1971,40411,862,17118,18951,104957,30691,2250,,06/15/1993,RENALWEST LC,Y,,RENALWEST SUN CITY,032547,04/30/1998,01/01/1998,,11290,1/1/1998,4/30/1998,1998
953,6,4.55999999999995,3,39,1,,-177269,,21799,1360,635,,12,2,,34521,3942,81556,1725,34236,91179,209915,61381,4500,,06/15/1993,RENALWEST INC,Y,,RENALWEST SUN CITY,032547,12/31/1998,05/01/1998,,85351,5/1/1998,12/31/1998,1998
971,6,4,3,37,1,,,-60835,6355,585,336,,9,2,,8768,835,15541,874,14489,35489,56866,20046,1388,,01/28/1993,RENALWEST LC,Y,,RENALWEST SAFFORD,032549,04/30/1998,01/01/1998,,64011,1/1/1998,4/30/1998,1998
973,6,4,3,37,1,,-121669,,16998,1170,454,,9,2,,17536,1671,31088,1747,28979,71188,113733,40092,2775,,12/08/1993,RENALWEST INC,Y,,RENALWEST SAFFORD,032549,12/31/1998,05/01/1998,,85546,5/1/1998,12/31/1998,1998
990,6,4,3,32,1,,-168689,,19416,1221,1698,,16,2,,27182,2832,49726,1068,31284,80062,182276,60232,4277,,06/29/1994,RENALWEST LC,Y,,RENALWEST MESA,032551,04/30/1998,01/01/1998,,46074,1/1/1998,4/30/1998,1998
992,6,4,3,32,1,,-337378,,42683,2441,3801,,16,2,,54363,5664,99452,2136,62572,160899,364551,120464,8554,,06/29/1994,RENALWEST INC,Y,,RENALWEST MESA,032551,12/31/1998,05/01/1998,,85204,5/1/1998,12/31/1998,1998
1006,3,4,3,24,1,,-61909,104,6055,,896,,12,2,,34086,2831,71353,8654,89180,130227,106900,47823,3067,,12/08/1994,,,,RENAL DIALYSIS CENTER OF BULLHEAD CITY,032554,12/31/1998,01/01/1998,,89109,1/1/1998,12/31/1998,1998
1017,6,4,3,43,1,,-139818,,12525,956,1015,,20,2,,18270,1670,57220,874,24658,54622,116710,36057,2914,,02/15/1995,RENALWEST LC,Y,,RENALWEST PHOENIX NORTH,032555,04/30/1998,01/01/1998,,15101,1/1/1998,4/30/1998,1998
1019,6,4,3,42,1,,-279637,,38245,1913,2082,,20,2,,36539,3341,114438,1747,49317,109660,233421,72113,5829,,02/15/1995,RENALWEST  INC.,Y,,RENALWEST PHOENIX NORTH,032555,12/31/1998,05/01/1998,,85021,5/1/1998,12/31/1998,1998
1038,6,4,3,38,1,,-51259,,6018,67,660,,16,2,,9474,1080,44938,374,20015,35577,65495,22564,1552,,09/01/1995,RENALWEST LC,Y,,RENALWEST CASA GRANDE,032561,04/30/1998,01/01/1998,,22023,1/1/1998,4/30/1998,1998
1040,6,4,3,38,1,,-102519,,12988,134,1217,,16,2,,18950,2160,89874,747,40028,71157,130990,45128,3104,,09/01/1995,RENALWEST INC,Y,,RENALWEST CASA GRANDE,032561,12/31/1998,05/01/1998,,22023,5/1/1998,12/31/1998,1998
1049,6,4.44999999999982,3,41,1,,,-31542,3168,435,122,,10,1,,5229,372,33907,303,14816,25216,37596,12243,849,,12/11/1995,RENALWEST LC,Y,,RENALWEST COTTONWOOD,032562,04/30/1998,01/01/1998,,64121,1/1/1998,4/30/1998,1998
1051,6,4.44999999999982,3,41,1,,-63083,-63083,8830,870,347,,10,1,,10458,744,67816,606,29633,50482,75193,24485,1697,,12/11/1995,RENALWEST INC,Y,,RENALWEST COTTONWOOD,032562,12/31/1998,05/01/1998,,34121,5/1/1998,12/31/1998,1998
1058,6,4,3,37,1,,,-42414,3506,207,437,,12,2,,5762,1200,23246,245,11396,21245,41426,13988,929,,06/19/1996,RENALWEST LC,Y,,RENALWEST SCOTTSDALE,032563,04/30/1998,01/01/1998,,73903,1/1/1998,4/30/1998,1998
1060,6,4,3,37,1,,-84828,,10768,414,559,,12,2,,11524,2401,46492,491,22794,42916,82853,27975,1857,,06/19/1996,RENALWEST INC,Y,,RENALWEST SCOTTSDALE,032563,12/31/1998,05/01/1998,,85257,5/1/1998,12/31/1998,1998
1068,6,4.19999999999982,3,40,1,,,-126841,12399,116,1611,,16,2,,20378,2013,44277,1068,21942,59749,124793,42270,3147,,07/09/1996,RENALWEST LC,Y,,RENALWEST MARYVALE,032564,04/30/1998,01/01/1998,,12837,1/1/1998,4/30/1998,1998
1070,6,4.19999999999982,3,40,1,,-253683,,34601,232,2362,,16,2,,40755,4027,88552,2136,43882,119504,249585,84540,6295,,07/09/1996,RENALWEST INC,Y,,RENALWEST MARYVALE,032564,12/31/1998,05/01/1998,,12837,5/1/1998,12/31/1998,1998
1075,6,3.81999999999994,3,38,1,,-17876,,1187,80,358,,9,1,,5997,566,30599,155,9961,14354,31916,9548,629,,05/29/1997,RENALWEST LC,Y,,RENALWEST PAYSON,032570,04/30/1998,01/01/1998,,85541,1/1/1998,4/30/1998,1998
1077,6,3.81999999999994,3,30,1,,-35752,,5949,160,537,,9,1,,11994,1133,61199,311,19923,28738,63831,19095,1258,,05/29/1997,RENALWEST INC,Y,,RENALWEST-PAYSON,032570,12/31/1998,05/01/1998,,85541,5/1/1998,12/31/1998,1998
1082,6,4,3,26,1,,,-22613,1360,402,340,,12,2,,3986,821,27138,245,13245,31680,39879,12493,767,,01/15/1998,RENALWEST LC,Y,,RENALWEST SHOWLOW,032575,04/30/1998,01/01/1998,,17108,1/1/1998,4/30/1998,1998
1084,6,4,3,26,1,,-45226,,7196,803,,,12,2,,7973,1641,54275,491,26490,63588,79759,24985,1534,,01/15/1998,RENALWEST INC,Y,,RENALWEST SHOW LOW,032575,12/31/1998,05/01/1998,,85901,5/1/1998,12/31/1998,1998
