rpt_rec_num,avg_days_open_per_week,avg_session_time,avg_weekly_sessions,dialyser_reuse_times,dialyzer_type,epo_cost,epo_net_cost,epo_rebates,epo_total,lab_services,non_medicare_sessions,non_medicare_sessions_indirect,num_machines_regular,num_machines_standby,supplies,total_costs_hd_benefits,total_costs_hd_drugs,total_costs_hd_housekeeping,total_costs_hd_labs,total_costs_hd_machines,total_costs_hd_other,total_costs_hd_salaries,total_costs_hd_supplies,total_treatments_hd,total_treatments_pd,certification_date,chain_identity,chain_indicator,ever_hospital_based,facility_name,prvdr_num,report_end_date,report_start_date,state,zip_code,fy_bgn_dt,fy_end_dt,year
104670,6,4,3,14,1,667284,-667284,,77645,,1623,626,21,3,2724,147572,8817,134681,4821,68248,714219,1046358,429395,15048,,06/17/1985,,N,N,SALINE COUNTY DIALYSIS,172502,02/29/2008,01/01/2007,KS,67401,1/1/2007,2/29/2008,2008
104671,3,4,3,12,1,92484,-92484,,10028,,145,105,8,1,404,15278,1776,39061,1775,4067,56432,105841,63264,2324,,10/08/1990,,N,N,SALINE COUNTY DIALYSIS/CONCORDIA,172516,02/29/2008,01/01/2007,KS,66901,1/1/2007,2/29/2008,2008
104684,6,4.5,3,,1,601943,-601943,,78406,,1963,,15,3,,,148093,257209,,,460038,1286381,413691,13824,,05/01/1992,MUNSON HEALTHCARE,Y,N,MUNSON DIALYSIS CENTER,232528,06/30/2008,07/01/2007,MI,49684,7/1/2007,6/30/2008,2008
104685,6,5,3,,1,662359,-662359,,242470,,3238,,22,2,1103,268318,243607,289094,7535,171850,344961,823744,293482,15337,,03/09/1995,,N,N,REGIONAL DIALYSIS SERVICES-MIDLAND,232541,06/30/2008,07/01/2007,MI,48640,7/1/2007,6/30/2008,2008
104949,,,,,1,126906,-136530,9624,13011,,,,,,158,,,,,,,,,,,03/03/2004,DIALYSIS CORPORATION OF AMERICA  INC,Y,N,DCA OF AIKEN   LLC,422595,01/15/2008,01/01/2007,SC,29801,1/1/2007,1/15/2008,2008
104978,3,5.5,3,,1,51957,-51957,,5356,,54,73,20,1,336,34009,3788,56749,1733,,324332,98695,56048,784,,03/24/2008,,N,N,KIDNEY CARE SERVICES OF DUBOIS,392746,06/30/2008,03/24/2008,PA,15801,3/24/2008,6/30/2008,2008
105435,6,4.5,3,,1,766268,-766268,,77624,,6333,,18,2,,487704,509435,572404,99822,,460088,1716245,454494,16637,,02/17/1998,,N,Y,UCSD DIALYSIS CLINIC,052818,06/30/2008,07/01/2007,CA,92103,7/1/2007,6/30/2008,2008
105455,6,4,3,,1,132899,-132899,,16177,,2888,,20,3,,114089,7701,425694,10751,63995,419973,561032,182056,8064,,04/09/2007,KIDNEY CENTER  INC.,Y,N,KDC OF VENTURA  LLC,552575,09/30/2008,10/01/2007,CA,93003,10/1/2007,9/30/2008,2008
105478,3,4,3,,2,35420,-35420,,3910,,891,,18,2,548,20366,3503,143548,1579,46488,201714,127183,42535,2087,,10/05/2007,,N,N,FORT WORTH DIALYSIS ASSOCIATES  INC,672575,05/31/2008,01/01/2008,TX,76147,1/1/2008,5/31/2008,2008
105552,3,4,3,,1,129812,-129812,,14550,,516,,18,2,,13466,2354,70949,2029,27503,64239,114654,11129,1714,,04/03/1995,,N,N,LEAVENWORTH COUNTY DIALYSIS  LLC,172522,05/31/2008,01/01/2008,KS,66048,1/1/2008,5/31/2008,2008
105554,6,4.5,3,,1,35528,-32012,-3516,3733,,289,,12,3,,43515,5891,100150,80,35932,88047,72599,31872,730,,06/16/2008,DIALYSIS CENTER OF LINCOLN  INC.,Y,N,DIALYSIS CENTER OF LINCOLN SOUTHWEST,282527,08/31/2008,06/16/2008,NE,68512,6/16/2008,8/31/2008,2008
105626,6,4,3,12,1,247972,-247972,,33705,,3907,,22,3,14355,99164,6681,249295,4853,59081,396237,473493,105513,6757,,10/11/2000,DAVITA  INC,Y,N,S,062535,05/31/2008,01/01/2008,CO,80226,1/1/2008,5/31/2008,2008
105718,6,5,3,4,1,589588,-589588,,74478,4647,2605,2361,20,4,10281,230296,45799,243251,3233,79612,337112,984859,186229,11871,,04/02/1990,AMERI-TECH KIDNEY CENTER PA,Y,N,AMERI-TECH KIDNEY CTR-ARLINGTON,452618,01/31/2008,02/01/2007,TX,76013,2/1/2007,1/31/2008,2008
105745,6,5,3,7,1,445561,-445561,,56167,5633,4221,,20,4,11153,228761,44021,302750,3164,78688,474159,989342,197541,14129,,04/29/1993,AMERI-TECH KIDNEY CENTER PA,Y,N,AMERI-TECH KIDNEY CTR-BEDFORD,452655,01/31/2008,02/01/2007,TX,76022,2/1/2007,1/31/2008,2008
105746,6,4,3,,2,188296,-188296,,16356,,1161,,19,3,1255,59518,3267,55126,2164,18906,348576,274671,71477,4024,,06/06/1986,,N,N,FORT WORTH DIALYSIS ASSOCIATES  INC,452563,05/31/2008,01/01/2008,TX,76147,1/1/2008,5/31/2008,2008
105800,3,4,3,,1,19177,-19177,,6314,,4,,10,1,,51473,,136445,,,109187,103970,58223,1688,,11/13/1997,,N,N,CHILDRESS REGIONAL MEDICAL CENTER,452771,09/30/2008,12/31/2007,TX,79201,12/31/2007,9/30/2008,2008
106171,6,4,3,17,1,176830,-176830,,18974,,569,96,8,1,795,14224,3556,35862,1546,3113,101352,227012,125266,5609,,06/11/1998,,N,N,SALINE COUNTY DIALYSIS/JUNCTION CIT,172535,02/29/2008,01/01/2007,KS,66441,1/1/2007,2/29/2008,2008
106752,6,4.5,3,,1,786306,-708386,-77920,75116,,1517,,16,5,,113001,8030,87626,5267,249821,256642,478983,305321,12207,,01/17/2002,,N,N,SHANNON DIALYSIS SERVICES,452839,09/30/2008,10/01/2007,TX,76905,10/1/2007,9/30/2008,2008
107138,3,4.5,3,34,1,1254985,-1254985,,168114,,5122,,28,4,49051,256366,9365,364440,33721,180452,982748,1156664,332986,20915,,10/01/1998,DAVITA  INC,Y,N,MUSKEGON DIALYSIS #3069-6314,232562,12/31/2008,01/01/2008,MI,49444,1/1/2008,12/31/2008,2008
107190,3,4.25,3,,1,218901,-148291,-70610,20552,2500,528,,10,1,1022,30868,107,170412,309,43317,243505,106997,54025,3213,,01/26/2005,FRESENIUS MEDICAL CARE  N.A.,Y,N,SPRING HOPE,342644,12/31/2008,01/01/2008,NC,27882,1/1/2008,12/31/2008,2008
107194,6,4,3,,1,63749,-43204,-20545,6031,440,182,,12,3,785,13299,131,108325,67,14134,60971,36837,18901,1208,,09/03/2008,FRESENIUS MEDICAL CARE  N.A.,Y,N,SCOTLAND,322664,12/31/2008,09/03/2008,NC,28353,9/3/2008,12/31/2008,2008
107260,6,5,3,,1,834668,-565516,-269152,78725,5865,2086,,25,3,4009,154030,1446,239410,1168,91486,569084,499941,198673,11796,,09/21/1994,FRESENIUS MEDICAL CARE  N.A.,Y,N,JOHNSTON DIALYSIS CENTER,342572,12/31/2008,01/01/2008,NC,27577,1/1/2008,12/31/2008,2008
107264,6,4.5,3,,1,778506,-527351,-251155,73278,9178,2125,,18,3,3533,110238,1633,230193,848,58860,449721,412429,163405,9620,,09/24/2001,FRESENIUS MEDICAL CARE  N.A.,Y,N,WARREN HILLS,342610,12/31/2008,01/01/2008,NC,27589,1/1/2008,12/31/2008,2008
107277,6,4,3,1,1,348471,-348471,,40508,,1947,,20,4,13065,99034,7083,115124,780,73325,426212,452873,150457,6859,,06/01/2008,DAVITA  INC,Y,N,JOHNSON COUNTY #1954,172501,12/31/2008,06/01/2008,KS,66214,6/1/2008,12/31/2008,2008
107330,6,4,3,21,1,1128,-1128,,108,2395,1179,,9,3,112359,101512,,67063,,55013,63087,376607,,5399,,08/01/2002,,N,N,AGNESIAN/BEAVER DAM VENTURES LLC,522553,06/30/2008,07/01/2007,WI,53916,7/1/2007,6/30/2008,2008
107445,6,,3,,1,595080,-398459,-196621,54842,1816,1210,,16,2,5722,161578,892,55358,1012,37379,523749,439756,177927,10683,,06/25/1993,FRESENIUS MEDICAL CARE  N.A.,Y,N,RENO COUNTY,172520,01/14/2008,01/01/2007,KS,67502,1/1/2007,1/14/2008,2008
107494,6,4,3,,1,1793587,-1215206,-578381,169935,17537,4705,,51,5,7380,201727,4232,531291,1891,186473,853095,741421,333575,20094,,11/22/1999,FRESENIUS MEDICAL CARE  N.A.,Y,N,SOUTH RAMSEY,342601,12/31/2008,01/01/2008,NC,28301,1/1/2008,12/31/2008,2008
107523,3,4,3,16,1,401314,-401314,,55271,,2035,,23,5,12006,76727,3302,149560,1674,35587,433053,357444,117255,6801,,08/01/1977,DAVITA  INC,Y,N,DABNEY DIALYSIS #3732,492506,12/31/2008,01/01/2008,VA,23230,1/1/2008,12/31/2008,2008
107540,6,3.5,3,1,1,526321,-526321,,72175,,3867,,16,2,18742,140677,4789,311124,172,68691,472551,589119,196519,9767,,01/15/1999,DAVITA  INC,Y,N,SILVER SPRING DIALYSIS #3292,212593,12/31/2008,01/01/2008,MD,20910,1/1/2008,12/31/2008,2008
107645,7,4,3,,1,48667,-48667,,4753,,834,,52,5,,2820,4981,9821,821,10110,25951,41842,11096,839,268,02/11/2002,N/A,N,N,EUMANA HOME DIALYSIS CENTER,452840,01/31/2008,01/01/2008,TX,77054,1/1/2008,1/31/2008,2008
107646,3,3.5,3,,1,98047,-98047,,9097,,198,,8,,,61882,11318,35372,2081,4662,101649,251573,67635,2736,,10/23/2003,,,N,MESCALERO CARE CENTER - DIALYSIS,322525,09/30/2008,10/01/2007,NM,88340,10/1/2007,9/30/2008,2008
107767,6,4.5,3,,1,730242,-494958,-235284,68712,4931,2231,,30,2,2840,154539,337,499187,2305,84555,558837,518888,149962,9465,,03/15/1983,FRESENIUS MEDICAL CARE  N.A.,Y,N,FMCNA  DBA DOWNTOWN HOUSTON,452554,12/31/2008,01/01/2008,TX,77002,1/1/2008,12/31/2008,2008
107857,,,,1,1,48353,-48353,,5580,,,,,,242,,,,,,,,,,,12/07/1998,DAVITA  INC,Y,N,FAIRFIELD HOME TRAINING DIALYSIS #32,362608,12/31/2008,01/01/2008,OH,45014,1/1/2008,12/31/2008,2008
107905,6,3.5,3,13,1,180574,-180574,,23213,,2715,,6,1,10597,49542,978,107264,,50782,337203,258471,71998,4267,,09/09/1994,DAVITA  INC,Y,N,PAPAGO DIALYSIS CENTER #657,032553,12/31/2008,01/01/2008,AZ,85008,1/1/2008,12/31/2008,2008
107906,6,3.5,3,16,1,786802,-786802,,103829,,2658,,28,2,41022,152769,7603,331500,317,236978,634896,718430,220419,13208,,08/20/1977,DAVITA  INC,Y,N,REDDING DIALYSIS CENTER #289-6024,052528,12/31/2008,01/01/2008,CA,96001,1/1/2008,12/31/2008,2008
107907,6,4,3,21,1,861411,-861411,,105418,,8110,,24,2,,366896,19433,371813,29972,78082,886827,1362709,402866,21922,,09/01/2003,KIDNEY CENTER  INC.,Y,N,KDC OF NORTHRIDGE  LLC,052545,09/30/2008,10/01/2007,CA,91328,10/1/2007,9/30/2008,2008
107908,6,3.5,3,12,1,1066139,-1066139,,130791,,15040,,38,3,58017,432575,4844,594352,,181868,1202545,1956580,444304,27358,,05/20/1981,DAVITA  INC,Y,N,UNION CITY DIALYSIS #263,052571,12/31/2008,01/01/2008,CA,94587,1/1/2008,12/31/2008,2008
107909,6,4,3,,1,965755,-1026446,60691,85045,,7890,,17,3,,166333,58211,145202,7772,51498,437215,1094447,270989,17783,,06/01/1990,,N,N,ST. VINCENT S DIALYSIS CENTER  INC.,052582,06/30/2008,07/01/2007,CA,90057,7/1/2007,6/30/2008,2008
107910,6,4,3,22,1,39215,-39215,,6027,,4158,,14,2,,232113,10598,244191,16802,79875,573624,902533,250114,14046,,10/20/1985,KIDNEY CENTER  INC.,Y,N,KIDNEY CENTER OF VAN NUYS,052585,09/30/2008,10/01/2007,CA,91405,10/1/2007,9/30/2008,2008
107911,6,3.5,3,,1,601277,-601277,,262430,,4200,,20,2,,420453,42266,25553,15311,97294,597402,904620,445851,15560,,07/01/1983,,N,N,UCI RENAL DIALYSIS,052589,06/30/2008,07/01/2007,CA,92868,7/1/2007,6/30/2008,2008
107912,6,4,3,1,1,739548,-739548,,95143,,7803,,21,2,46873,217071,2787,483548,1325,170635,823665,994491,277207,15292,,09/05/1984,DAVITA  INC,Y,N,MANZANITA DIALYSIS CENTER #284-285-6,052604,12/31/2008,01/01/2008,CA,95608,1/1/2008,12/31/2008,2008
107913,6,3.5,3,20,1,861265,-861265,,110263,,10141,,19,3,37769,254121,5012,251924,,83652,819131,1207953,273695,20845,,09/09/1985,DAVITA  INC,Y,N,WILSHIRE DIALYSIS CENTER #661,052631,12/31/2008,01/01/2008,CA,90017-1921,1/1/2008,12/31/2008,2008
107914,6,4,3,9,1,477468,-477468,,55625,,6397,,15,2,,244254,9779,230086,16855,53931,582283,912270,332978,14055,,11/25/1985,KIDNEY CENTER  INC.,Y,N,KIDNEY CENTER OF SIMI VALLEY,052638,09/30/2008,10/01/2007,CA,93065,10/1/2007,9/30/2008,2008
107916,,,,1,1,124880,-124880,,14268,,,,,,595,,,,,,,,,,,11/04/1988,DAVITA  INC,Y,N,EAST BAY PERITONEAL DIALYSIS CENTER,052675,12/31/2008,01/01/2008,CA,94578,1/1/2008,12/31/2008,2008
107917,3,3.5,3,12,1,377923,-377923,,50491,,3348,,12,2,22975,142986,2622,410269,491,76695,614183,642650,151044,10063,,08/30/1989,DAVITA  INC,Y,N,PLACERVILLE DIALYSIS CENTER #286,052691,12/31/2008,01/01/2008,CA,95667-5238,1/1/2008,12/31/2008,2008
107918,6,4,3,24,1,1138610,-1138610,,152913,,11394,,20,4,39200,272991,12446,435290,235,95773,945451,1226687,320499,22969,,06/07/1991,DAVITA  INC,Y,N,UNIVERSITY PARK DIALYSIS CENTER #692,052713,12/31/2008,01/01/2008,CA,90037-1222,1/1/2008,12/31/2008,2008
107919,6,4,3,9,1,10026,-10026,,1239,,2387,,10,2,,183997,16788,158804,11303,71718,354459,577399,132088,8534,,04/25/1997,KIDNEY CENTER  INC.,Y,N,KIDNEY CENTER OF SANTA PAULA,052800,09/30/2008,10/01/2007,CA,93060,10/1/2007,9/30/2008,2008
107920,6,4,3,16,1,200870,-200870,,24139,,2894,,20,2,,131702,6879,230296,5998,36498,538330,532269,294654,7945,,11/19/1997,KIDNEY CENTER  INC.,Y,N,KDC OF SAN LUIS OBISPO  LLC,052811,09/30/2008,10/01/2007,CA,93401,10/1/2007,9/30/2008,2008
107921,,,,1,1,104106,-104106,,12665,,,,,,471,,,,,,,,,,,03/01/1998,DAVITA  INC,Y,N,OAKLAND PERITONEAL DIALYSIS CENTER #,052822,12/31/2008,01/01/2008,CA,94612-1744,1/1/2008,12/31/2008,2008
107922,6,4,3,20,1,664861,-664861,,86682,,7501,,15,2,26109,167425,4251,238934,131,97250,586384,829988,193990,13327,,03/19/1998,DAVITA  INC,Y,N,NORTH HIGHLANDS DIALYSIS CENTER #279,052826,12/31/2008,01/01/2008,CA,95660-5182,1/1/2008,12/31/2008,2008
107923,6,4,3,33,1,738796,-738796,,93762,,6337,,15,2,,262113,22770,169835,21407,55950,612292,1074483,439133,17143,,04/27/1998,KIDNEY CENTER  INC.,Y,N,KIDNEY CENTER OF PANORAMA CITY,052827,09/30/2008,10/01/2007,CA,91402,10/1/2007,9/30/2008,2008
107924,6,4,3,6,1,750742,-750742,,96359,,11489,,23,3,29553,190347,2983,428308,106,102505,657644,1016623,252399,15274,,10/14/1998,DAVITA  INC,Y,N,ANTIOCH DIALYSIS CENTER #348,052841,12/31/2008,01/01/2008,CA,94509,1/1/2008,12/31/2008,2008
107925,6,3.5,3,32,1,1053485,-1053485,,138633,,14504,,24,4,44110,347699,9296,423897,,102768,1155509,1599341,370478,25160,,01/26/2000,DAVITA  INC,Y,N,WASHINGTON PLAZA DIALYSIS CENTER #43,052856,12/31/2008,01/01/2008,CA,90015-3723,1/1/2008,12/31/2008,2008
107926,6,4,3,30,1,849351,-849351,,113563,,8000,,20,2,29671,186275,5697,418223,,58135,843715,915665,203185,15799,,03/02/2000,DAVITA  INC,Y,N,KENNETH HAHN PLAZA DIALYSIS CENTER #,052858,12/31/2008,01/01/2008,CA,90059,1/1/2008,12/31/2008,2008
107927,6,4,3,13,1,199156,-199156,,24132,,5563,,15,2,,238723,10671,327384,16864,55275,502179,908500,359023,12558,,10/26/2001,KIDNEY CENTER  INC.,Y,N,KIDNEY CENTER OF THOUSAND OAKS,052873,09/30/2008,10/01/2007,CA,91361,10/1/2007,9/30/2008,2008
107928,3,3,3,25,1,412506,-412506,,53494,,2821,,18,2,,46380,20571,230032,4965,61773,276888,319898,123771,7749,,01/13/2003,CA DIALYSIS MANAGEMENT SVCS  INC,Y,N,TEMPLE CITY DIALYSIS FACILITY  INC.,052893,12/31/2008,01/01/2008,CA,91780,1/1/2008,12/31/2008,2008
107929,6,4,3,22,1,302217,-302217,,43841,,3372,,24,3,18613,105640,1686,133808,918,61768,311317,498925,108120,7940,,09/14/1997,DAVITA  INC,Y,N,THORNTON DIALYSIS CENTER #542,062511,05/31/2008,01/01/2008,CO,80260,1/1/2008,5/31/2008,2008
107930,6,4.5,3,16,1,156834,-156834,,20879,,1786,,14,3,10970,70376,1387,87238,,32297,308584,331488,83701,4542,,10/01/1990,DAVITA  INC,Y,N,BOULDER DIALYSIS CENTER #543,062517,05/31/2008,01/01/2008,CO,80304,1/1/2008,5/31/2008,2008
107931,6,4,3,16,1,136710,-136710,,18025,,1608,,16,2,7596,56326,1024,65546,6406,33828,225278,280685,58918,4040,,11/22/1995,DAVITA  INC,Y,N,ARVADA DIALYSIS CENTER #544,062521,05/31/2008,01/01/2008,CO,80005,1/1/2008,5/31/2008,2008
107932,6,4,3,14,1,352694,-352694,,49434,,2619,,16,2,27121,148783,6208,206875,8134,60358,585330,681675,182259,11550,,11/08/1996,DAVITA  INC,Y,N,PRINTER S PLACE DIALYSIS CENTER #546,062524,12/31/2008,01/01/2008,CO,80910-3127,1/1/2008,12/31/2008,2008
107933,6,4.5,3,14,1,332959,-332959,,44628,,5269,,22,3,20531,135422,,307178,2755,84869,542480,669900,164850,9238,,10/11/2000,DAVITA  INC,Y,N,LAKEWOOD CROSSING DIALYSIS CENTER #4,062535,12/31/2008,06/01/2008,CO,80226,6/1/2008,12/31/2008,2008
107934,6,4.5,3,33,1,903185,-903185,,119865,,8478,,30,3,41143,238695,5441,287011,1539,212994,847560,1032611,322070,21179,,09/01/1976,DAVITA  INC,Y,N,SOUTH BROWARD ARTIFICIAL KIDNEY CENT,102504,12/31/2008,01/01/2008,FL,33021,1/1/2008,12/31/2008,2008
107935,6,3.5,3,10,1,556786,-556786,,74850,,3058,,21,3,23599,142765,6142,229734,463,137988,482584,639837,193287,12950,,08/03/1981,DAVITA  INC,Y,N,PORT CHARLOTTE ARTIFICIAL KIDNEY CEN,102549,12/31/2008,01/01/2008,FL,33980,1/1/2008,12/31/2008,2008
107936,6,4,3,17,1,449418,-449418,,62564,,2445,,16,3,19032,82508,3345,190780,,94602,355394,369612,131040,8200,,12/23/1982,DAVITA  INC,Y,N,BAYONET POINT-HUDSON KIDNEY CENTER #,102563,12/31/2008,01/01/2008,FL,34667,1/1/2008,12/31/2008,2008
107937,6,4,3,12,1,485080,-485080,,65383,,4588,,14,2,16925,114387,345,470863,,44840,485526,440662,116815,9079,,05/07/1986,DAVITA  INC,Y,N,LEJEUNE DIALYSIS  #356,102578,12/31/2008,01/01/2008,FL,33126,1/1/2008,12/31/2008,2008
107938,6,4,3,16,1,844458,-844458,,119252,,7201,,23,3,32083,163961,5346,275161,,141480,621788,644903,233114,15854,,11/14/1994,DAVITA  INC,Y,N,POMPANO BEACH ARTIFICIAL KIDNEY CENT,102615,12/31/2008,01/01/2008,FL,33060,1/1/2008,12/31/2008,2008
107939,,,,1,1,61143,-61143,,7284,,,,,,146,,,,,,,,,,,03/22/1991,DAVITA  INC,Y,N,GULF COAST DIALYSIS  INC. #364,102628,12/31/2008,01/01/2008,FL,33952,1/1/2008,12/31/2008,2008
107940,6,3.5,3,18,1,431862,-431862,,57967,,3449,,14,2,18098,123354,1078,190992,276,69280,486802,499262,128246,10662,,09/25/1990,DAVITA  INC,Y,N,CTR FOR KIDNEY DISEASE AT VENTURE #3,102630,12/31/2008,01/01/2008,FL,33162,1/1/2008,12/31/2008,2008
107941,6,3.75,3,1,1,539911,-539911,,72561,,8118,,18,2,28686,138078,4130,289785,,81055,677663,691167,296945,15319,,07/07/1992,DAVITA  INC,Y,N,MIAMI LAKES ARTIFICIAL KIDNEY CENTER,102648,12/31/2008,01/01/2008,FL,33014,1/1/2008,12/31/2008,2008
107942,6,4.5,3,30,1,315679,-315679,,42245,,1679,,10,2,10558,51701,8694,189777,,43358,337433,280604,88144,5556,,03/22/1996,DAVITA  INC,Y,N,DIALYSIS CTR OF MIDDLE GEORGIA-WARNE,112620,12/31/2008,01/01/2008,GA,31093,1/1/2008,12/31/2008,2008
