rpt_rec_num,avg_days_open_per_week,avg_session_time,avg_weekly_sessions,dialyser_reuse_times,dialyzer_type,epo_cost,epo_net_cost,epo_rebates,epo_total,lab_services,non_medicare_sessions,non_medicare_sessions_indirect,num_machines_regular,num_machines_standby,supplies,total_costs_hd_benefits,total_costs_hd_drugs,total_costs_hd_housekeeping,total_costs_hd_labs,total_costs_hd_machines,total_costs_hd_other,total_costs_hd_salaries,total_costs_hd_supplies,total_treatments_hd,total_treatments_pd,certification_date,chain_identity,chain_indicator,ever_hospital_based,facility_name,prvdr_num,report_end_date,report_start_date,state,zip_code,fy_bgn_dt,fy_end_dt,year
85507,6,4.07999999999993,3,,1,1214468,-895547,-318921,111006,,3372,,19,3,4026,279153,2327,621751,22253,301699,1088040,1398737,347291,14225,,12/04/1996,,N,N,NYDS HARLEM,332564,12/31/2006,01/01/2006,NY,10030,1/1/2006,12/31/2006,2006
85530,3,4,3,32,1,301898,-409028,107130,39981,,318,,12,,8836,54591,3488,251632,,81486,327397,229235,68902,4333,,05/28/2004,DAVITA INC.,Y,N,GROVEPARK DIALYSIS  #2061,112741,12/31/2006,01/01/2006,GA,30233,1/1/2006,12/31/2006,2006
85586,6,4.5,3,13,1,212540,-235269,22729,22923,,1554,,16,,10308,70706,2334,193481,1029,83186,337607,181227,63576,5060,,01/31/2005,DAVITA INC.,Y,N,SOUTHCREST DIALYSIS #2029,372567,12/31/2006,01/01/2006,OK,74133,1/1/2006,12/31/2006,2006
85677,3,5,3,,1,48798,-48798,,6235,340,333,70,12,2,,17615,594,85936,464,36782,23834,167678,29424,1458,,02/27/2001,N/A,N,N,NORTH TEXAS DIALYSIS CLINIC LLC,452824,10/31/2006,01/01/2006,TX,76240,1/1/2006,10/31/2006,2006
85724,6,6,3,,1,913516,-670883,-243660,87129,9555,3636,,32,4,5152,158905,927,466310,1443,151767,796156,723489,273156,15263,,01/21/2005,FRESENIUS MEDICAL CARE  N.A.,Y,N,FRESENIUS MEDICAL CARE OF FOREST PAR,672505,12/31/2006,01/01/2006,TX,75235 00,1/1/2006,12/31/2006,2006
85850,6,4.16999999999985,3,,1,1775077,-1308113,-466964,165336,,8826,2310,28,6,11611,855927,1286,498884,49971,277189,1690301,2245900,635263,29492,,04/28/1998,,N,N,ATLANTIC HEMODIALYSIS CENTER,332577,12/31/2006,01/01/2006,NY,11201,1/1/2006,12/31/2006,2006
85851,6,4.01999999999998,3,,1,1272170,-935583,-336587,119641,,7450,,22,3,8683,521636,976,369807,22047,38368,1066883,1477956,399980,18530,,06/01/2002,,N,N,BROOKLYN DIALYSIS CENTER,332578,12/31/2006,01/01/2006,NY,11217,1/1/2006,12/31/2006,2006
85925,6,5,3,,1,200683,-381478,180795,19613,939,553,,10,2,,27833,60,132267,290,22652,177725,104046,41134,2362,,06/13/2006,FRESENIUS MEDICAL CARE  N.A.,Y,N,FMS DIALYSIS SERVICES OF LILLINGTON,342648,12/31/2006,06/13/2006,NC,27546,6/13/2006,12/31/2006,2006
86015,6,4.5,3,12,1,77609,-106103,28494,10274,,72,,12,3,3983,29368,1933,68275,,25627,161682,86416,25210,2060,,04/26/1996,DAVITA INC.,Y,N,FLORESVILLE DIALYSIS #3028,452733,07/31/2006,01/01/2006,TX,78114,1/1/2006,7/31/2006,2006
86135,6,4.5,3,13,1,957019,-1296250,339231,125144,,2204,,29,5,41262,245942,6136,393505,1412,191386,1086316,766339,279451,20344,,09/01/1993,DAVITA INC.,Y,N,VICTORIA DIALYSIS CENTER #925,452658,12/31/2006,01/01/2006,TX,77901,1/1/2006,12/31/2006,2006
86467,6,4,3,10,1,457210,-457210,,49805,,1912,,15,6,,61270,24243,147398,10193,93609,304040,430623,286434,8356,,03/06/1996,,N,N,GREEN MANOR DIALYSIS CENTER,332562,12/31/2006,01/01/2006,NY,12075,1/1/2006,12/31/2006,2006
86745,6,3.75,3,30,1,581427,-581427,,69270,,8424,,24,3,,293443,28873,459650,6742,12802,1178502,1417537,203420,18271,,01/16/2002,,N,N,SOUTH SAN FRANCISCO DIALYSIS CTR,052874,01/02/2006,01/01/2005,CA,94080,1/1/2005,1/2/2006,2006
86814,3,4.86999999999989,3,,1,459354,-335314,-124040,40651,3488,292,,13,2,1323,30492,326,225821,880,37040,280827,190525,86537,4060,,03/23/2005,FRESENIUS MEDICAL CARE  N.A.,Y,N,BMA COLLIERVILLE,442659,12/31/2006,01/01/2006,TN,38017,1/1/2006,12/31/2006,2006
86986,3,4.5,3,29,1,50177,-65132,14955,6566,,165,,12,2,171,13317,725,29182,510,16209,31428,56652,18957,817,,02/01/1998,RENAL CARE GROUP  INC.,Y,N,RCG ST. LUKE S - HARRISONVILLE,262523,03/31/2006,01/01/2006,IN,46290,1/1/2006,3/31/2006,2006
87284,6,4.5,3,15,1,533094,-533094,,,,2429,,16,2,,131676,337048,84656,66477,59843,158689,552474,305604,9969,,01/31/1989,,N,N,GSH DIALYSIS  INC.,392557,06/30/2006,07/01/2005,PA,17042,7/1/2005,6/30/2006,2006
87383,6,5.29999999999995,3,29,1,790630,-512723,-277907,63057,2752,909,,24,2,1267,216075,731,378316,1959,137677,709568,655284,223874,11900,,05/21/1985,FRESENIUS MEDICAL CARE  N.A.,Y,N,FONDREN DIALYSIS,452560,12/31/2006,01/01/2006,TX,77074-1901,1/1/2006,12/31/2006,2006
87429,6,4,3,10,1,579059,-784883,205824,75559,,4841,,12,2,25872,182840,7330,266013,1232,39643,605377,755801,167052,11945,,08/01/2004,DAVITA INC.,Y,N,DIAMOND VALLEY DIAYSIS CENTER #1606,052768,12/31/2006,01/01/2006,CA,92543-4511,1/1/2006,12/31/2006,2006
87495,3,3.41999999999996,3,,1,74653,-163014,88361,8833,844,555,,15,2,303,15260,,174021,140,5704,72742,90278,19085,1110,,10/06/1999,FRESENIUS MEDICAL CARE  N.A.,Y,N,BMA ELMWOOD PARK,312549,03/31/2006,01/01/2006,NJ,07407,1/1/2006,3/31/2006,2006
87521,6,3,3,,1,28833,-23988,-4845,2766,,222,,18,2,,9649,,22086,772,8655,42904,34122,7710,501,,04/06/1989,FRESENIUS MEDICAL CARE  N.A.,Y,N,GLENDORA,052681,03/01/2006,01/01/2006,CA,91740,1/1/2006,3/1/2006,2006
87527,6,4.75,3,,1,1429949,-1057481,-372468,131945,1940,8967,,24,4,7466,369829,2939,478018,13038,175297,1232513,1464537,456111,25142,,06/24/1987,FRESENIUS MEDICAL CARE  N.A.,Y,N,FMS WINWARD DIALYSIS CENTER,122502,12/31/2006,01/01/2006,HI,96744,1/1/2006,12/31/2006,2006
87528,6,5,3,,1,627944,-462937,-165007,60147,2193,986,1,18,2,2808,70910,1240,287623,1026,77825,593395,423372,160104,10095,,02/07/1990,FRESENIUS MEDICAL CARE  N.A.,Y,N,BMA ADRIAN,232514,12/31/2006,01/01/2006,MI,49221 00,1/1/2006,12/31/2006,2006
87591,6,5,3,,1,1114754,-830292,-284462,106382,11955,3055,,19,2,8068,188045,1593,227299,6802,120664,638110,813408,287058,15519,,09/01/1977,FRESENIUS MEDICAL CARE  N.A.,Y,N,DOWNERS GROVE DIALYSIS CENTER,142503,12/31/2006,01/01/2006,IL,60515 00,1/1/2006,12/31/2006,2006
87630,6,5,3,,1,1027007,-757266,-269741,100005,8241,1362,,23,3,4109,116959,4032,177453,1121,107635,570451,528897,182648,11291,,11/04/1985,FRESENIUS MEDICAL CARE  N.A.,Y,N,NORTHWEST INDIANA,152501,12/31/2006,01/01/2006,IN,46402 00,1/1/2006,12/31/2006,2006
87638,6,5,3,,1,757550,-554423,-203127,73641,7904,1150,,14,2,4054,64047,1338,340480,727,74450,507632,369894,141387,8521,,02/02/2000,FRESENIUS MEDICAL CARE  N.A.,Y,N,EAST CHICAGO,152564,12/31/2006,01/01/2006,IN,46312 00,1/1/2006,12/31/2006,2006
87659,6,4.5,3,,1,1426765,-1051985,-374780,138546,3695,2258,,32,3,5950,107501,1734,413270,1255,133230,628833,597439,211557,12409,,07/01/2000,FRESENIUS MEDICAL CARE  N.A.,Y,N,CONNOR,232581,12/31/2006,01/01/2006,MI,48213 00,1/1/2006,12/31/2006,2006
87930,6,4.29999999999995,3,17,1,467049,-467049,,57305,3315,912,,21,2,,139682,,168717,3024,226729,326093,542351,184231,10838,,08/03/2001,AMERICAN RENAL ASSOCIATES,Y,N,KIDNEY CENTER OF JASPER,452830,12/31/2006,01/01/2006,MA,01915,1/1/2006,12/31/2006,2006
87932,6,4.5,3,14,1,782670,-782670,,94492,7578,2964,,21,2,,161036,,229209,4043,247251,450542,765645,271821,13995,,10/24/2001,AMERICAN RENAL ASSOCIATES  INC.,Y,N,BEAUMONT KIDNEY CENTER,452835,12/31/2006,01/01/2006,MA,01915,1/1/2006,12/31/2006,2006
88151,6,5,3,,1,326700,-281903,-44797,26000,3395,719,,30,6,1514,48219,130,94252,397,18805,183099,160264,71427,4436,,12/14/1974,FRESENIUS MEDICAL CARE  N.A.,Y,N,GREENVILLE/TWIN OAKS,422503,03/31/2006,01/01/2006,SC,29605,1/1/2006,3/31/2006,2006
88230,6,4.5,3,1,1,,,,,,47,,16,2,,269,,1637,,4049,29908,3220,1296,47,,05/31/1995,DAVITA INC.,Y,N,CRESCENT CITY DIALYSIS CENTER #647,192590,02/15/2006,01/01/2006,LA,70119,1/1/2006,2/15/2006,2006
88312,6,4,3,1,1,1036880,-1419185,382305,140519,,3742,,20,3,28869,147248,14056,195411,,126423,328102,566995,318075,15217,,09/09/1997,DAVITA INC.,Y,N,FAIRVIEW HEIGHTS DIALYSIS #3505,142558,01/03/2006,01/01/2005,IL,62208,1/1/2005,1/3/2006,2006
88355,6,3.5,3,50,1,1040206,-1419141,378935,138726,,2487,,20,3,24522,137565,2901,287741,,102160,574521,479482,214527,11770,,04/09/1979,DAVITA INC.,Y,N,JONESBORO DIALYSIS CENTER  #817,112517,12/31/2006,01/01/2006,GA,30236,1/1/2006,12/31/2006,2006
88363,3,4.5,3,13,1,115148,-115148,,12748,,765,,14,2,2589,47311,,137658,393,71127,56948,287352,64405,2027,,09/28/2005,,N,N,RENAL CARE OF WHITE OAK  LLC,392719,06/30/2006,09/28/2005,PA,16512-4046,9/28/2005,6/30/2006,2006
88364,6,4.25,3,19,1,241474,-327980,86506,31657,,803,,9,3,9875,82774,1188,67708,,58909,322502,240323,56799,4801,,09/01/1990,DAVITA INC.,Y,N,MADISON DIALYSIS CENTER #939,152514,12/31/2006,01/01/2006,IN,47250,1/1/2006,12/31/2006,2006
88366,6,5.5,3,19,1,909431,-1234264,324833,119327,,3462,,48,6,41500,409900,4457,555052,,219964,1092369,1201338,366982,21575,,01/14/1994,DAVITA INC.,Y,N,OMNI DIALYSIS CENTER #926,452667,12/31/2006,01/01/2006,TX,77054,1/1/2006,12/31/2006,2006
88675,6,4.70999999999981,3,,1,1441418,-1074814,-366604,131731,2003,1702,,25,5,6869,142816,968,239319,1517,196018,657778,637817,305329,14873,,07/09/1990,FRESENIUS MEDICAL CARE  N.A.,Y,N,BMA EAST ARKANSAS,042528,12/31/2006,01/01/2006,AR,72301,1/1/2006,12/31/2006,2006
88676,3,4.62999999999988,3,,1,740751,-552352,-188399,65963,4507,1095,37,15,3,2013,43493,319,184565,543,98980,345207,212555,113751,6165,,07/01/1998,FRESENIUS MEDICAL CARE  N.A.,Y,N,BMA BLYTHEVILLE,042550,12/31/2006,01/01/2006,AR,72315,1/1/2006,12/31/2006,2006
88677,6,4.93999999999983,3,,1,1105601,-829511,-276090,106286,5619,1276,,26,5,3145,152056,2428,224298,1297,70238,552588,556863,209874,9632,,04/25/1974,FRESENIUS MEDICAL CARE  N.A.,Y,N,BIO-MEDICAL APPLICATIONS OF ORLANDO,102511,12/31/2006,01/01/2006,FL,32804,1/1/2006,12/31/2006,2006
88678,6,4.37999999999988,3,,1,522359,-385205,-137154,49648,1548,534,2141,16,2,2157,60227,845,191767,896,63826,426165,303704,109546,7346,,08/09/1983,FRESENIUS MEDICAL CARE  N.A.,Y,N,SEBRING,102564,12/31/2006,01/01/2006,FL,33870,1/1/2006,12/31/2006,2006
88679,6,4.7199999999998,3,,1,496490,-366115,-130375,47986,11274,2196,,16,2,3017,91738,150,157102,605,51255,406753,373932,122595,7274,,09/30/1987,FRESENIUS MEDICAL CARE  N.A.,Y,N,BMA BRANDON,102584,12/31/2006,01/01/2006,FL,33511,1/1/2006,12/31/2006,2006
88680,6,4.79999999999995,3,,1,935061,-691780,-243281,87285,2111,1151,,23,4,4339,137900,4094,328685,1568,46961,571893,643146,250677,14892,,04/26/1988,FRESENIUS MEDICAL CARE  N.A.,Y,N,RCC VERO BEACH DIALYSIS,102597,12/31/2006,01/01/2006,FL,32960,1/1/2006,12/31/2006,2006
88681,3,4.77999999999997,3,,1,441530,-325536,-115994,40082,2576,1112,,15,3,612,36563,1159,212606,1280,61293,287069,118482,70061,3702,,04/14/2003,FRESENIUS MEDICAL CARE  N.A.,Y,N,BMA OF HAWTHORNE,102796,12/31/2006,01/01/2006,FL,32640,1/1/2006,12/31/2006,2006
88682,3,4,3,25,1,376831,-248698,-128133,26609,1404,316,,14,2,977,105640,609,228683,1265,68627,290537,259046,91239,5894,,04/01/1998,FRESENIUS MEDICAL CARE  N.A.,Y,N,PITTSBURG,172507,12/31/2006,01/01/2006,KS,66762-2627,1/1/2006,12/31/2006,2006
88683,3,4.5,3,22,1,423510,-256832,-166678,31192,60,723,,17,2,1070,57715,163,167107,837,68866,262200,197742,61654,4550,,01/05/1990,FRESENIUS MEDICAL CARE  N.A.,Y,N,RCG LIBERAL,172515,12/31/2006,01/01/2006,KS,67905-2368,1/1/2006,12/31/2006,2006
88684,3,5.18999999999983,3,,1,440310,-330927,-109383,39766,4374,934,,14,2,2160,39823,349,122747,524,41731,258273,170990,93575,5145,,10/08/1991,FRESENIUS MEDICAL CARE  N.A.,Y,N,BMA WESTPORT,192568,12/31/2006,01/01/2006,LA,70767,1/1/2006,12/31/2006,2006
88685,3,5.07999999999993,3,,1,82897,-61471,-21426,7776,3161,652,,12,2,956,14967,133,134651,294,37099,194858,57135,39144,2237,,02/07/2000,FRESENIUS MEDICAL CARE  N.A.,Y,N,FMC FARMERVILLE DIALYSIS,192633,12/31/2006,01/01/2006,LA,71241,1/1/2006,12/31/2006,2006
88686,6,3,3,16,1,584583,-798976,214393,77912,,3510,,16,4,23725,182815,1201,176352,,84641,598627,560457,156795,12222,,06/01/2003,DAVITA INC.,Y,N,HALLWOOD DIALYSIS CENTER #1558,232609,12/31/2006,01/01/2006,MI,48504-1886,1/1/2006,12/31/2006,2006
88687,6,4.5,3,,1,1123373,-848980,-274906,986686,7652,5148,,28,3,3503,167573,1367,467847,3721,125905,598988,721697,258952,15449,,06/04/1979,FRESENIUS MEDICAL CARE  N.A.,Y,N,PASADENA,452533,12/31/2006,01/01/2006,TX,77017 00,1/1/2006,12/31/2006,2006
88688,6,4,3,,1,438418,-320212,-118206,40690,4658,3167,,20,3,,101426,1226,246577,2993,93728,483294,485332,159323,9523,,10/18/1995,FRESENIUS MEDICAL CARE  N.A.,Y,N,GUADALUPE DIALYSIS CENTER,452722,12/31/2006,01/01/2006,TX,78207 00,1/1/2006,12/31/2006,2006
88690,6,4.33999999999992,3,,1,408429,-302671,-105758,37207,1803,3195,,15,2,979,90434,424,196238,2806,57052,422927,403307,135902,7808,,12/09/1998,FRESENIUS MEDICAL CARE  N.A.,Y,N,BIO MEDICAL APPLICATIONS OF TEXAS IN,452796,12/31/2006,01/01/2006,TX,78240-1372,1/1/2006,12/31/2006,2006
88691,6,4.5,3,18,1,590032,-801135,211103,75823,,1253,,20,2,26249,168427,3178,236622,4339,116198,559499,653254,194154,11882,,01/12/2004,DAVITA INC.,Y,N,PDI NORTH HOUSTON #1661,452875,12/31/2006,01/01/2006,TX,77028,1/1/2006,12/31/2006,2006
88692,3,5,3,1,1,467962,-645294,177332,61803,,1727,,20,3,22302,94769,,328329,,154575,528013,575457,188077,9376,,04/01/2005,DAVITA INC.,Y,N,SOUTH AUSTIN DIALYSIS CENTER #1682,452892,12/31/2006,01/01/2006,TX,78745,1/1/2006,12/31/2006,2006
88739,6,5,3,16,1,54782,-54782,,4783,,4751,566,30,6,,639340,60706,346752,17812,86509,776663,1734997,120981,17393,,07/01/2003,,N,N,WISCONSIN DIALYSIS - FITCHBURG CLINI,522555,06/30/2006,07/01/2005,WI,53713,7/1/2005,6/30/2006,2006
88741,3,4.5,3,19,1,43673,-43673,,3589,2157,324,,9,2,56703,63550,,112898,,27434,72535,258790,,3528,,08/01/2002,,N,N,AGNESIAN/BEAVER DAM VENTURES LLC,522553,06/30/2006,07/01/2005,WI,53916,7/1/2005,6/30/2006,2006
88742,3,5,3,15,1,2036,-2036,,227,,322,46,6,1,,64981,12455,70346,5497,16440,77283,170282,45333,1703,,07/13/2003,,N,N,WISCONSIN DIALYSIS - EAST CLINIC,522559,06/30/2006,07/01/2005,WI,53718-8337,7/1/2005,6/30/2006,2006
88773,6,5,3,,4,362326,-362326,,140338,,1858,,14,2,194,153466,65029,176965,5857,111102,187286,559757,166976,7983,,10/13/1993,,N,N,REGIONAL DIALYSIS SERVICES-BAYCITY,232531,06/30/2006,07/01/2005,MI,48706,7/1/2005,6/30/2006,2006
88774,6,5,3,,4,441896,-441896,,174356,,854,,12,2,356,187585,96874,181271,4702,101931,226315,503669,228917,9546,,01/06/1994,,N,N,REGIONAL DIALYSIS SERVICES-W BRANCH,232534,06/30/2006,07/01/2005,MI,48661,7/1/2005,6/30/2006,2006
88852,6,3.27999999999997,3,,1,83334,-182956,99622,9671,1777,643,,11,2,595,28129,561,57988,185,19781,105704,104560,38403,2131,,09/01/2003,FRESENIUS MEDICAL CARE  N.A.,Y,N,WESTERLY,412502,04/30/2006,01/01/2006,RI,02891,1/1/2006,4/30/2006,2006
88853,6,3,3,,1,122065,-269944,147879,14502,3095,856,,17,2,681,29786,,73528,239,29526,128395,171967,47258,2763,,04/14/1986,FRESENIUS MEDICAL CARE  N.A.,Y,N,BMA WOONSOCKET,412503,04/30/2006,01/01/2006,RI,02895,1/1/2006,4/30/2006,2006
88854,6,3.21999999999991,3,,1,221405,-476470,255065,25392,8663,1855,,21,2,1198,55777,,77226,299,32788,195893,280582,75942,4289,,09/10/1992,FRESENIUS MEDICAL CARE  N.A.,Y,N,BMA WARWICK,412504,04/30/2006,01/01/2006,RI,02886,1/1/2006,4/30/2006,2006
88855,6,3.31999999999994,3,,1,97961,-212790,114829,11652,2445,1028,88,12,2,372,18716,146,38508,138,29979,89866,99388,37124,1960,,09/01/2003,FRESENIUS MEDICAL CARE  N.A.,Y,N,WAKEFIELD,412507,04/30/2006,01/01/2006,RI,02879,1/1/2006,4/30/2006,2006
88924,6,3.21999999999991,3,,1,61499,-61499,,7462,,1330,,6,1,53,32873,,41487,11597,26164,109752,318024,106854,3525,,04/08/2002,,N,N,BRONX CENTER FOR REHABILITATION,332624,01/04/2006,01/01/2005,NY,10472,1/1/2005,1/4/2006,2006
88925,6,4.25,3,11,1,260968,-350095,89127,33349,,1037,,10,2,11803,95067,1627,184466,237,34692,320167,285412,70737,5764,,08/04/1997,DAVITA INC.,Y,N,RTC-BATESVILLE DIALYSIS CENTER #937,152507,12/31/2006,01/01/2006,IN,47006,1/1/2006,12/31/2006,2006
88926,6,4.5,3,15,1,353653,-391279,37626,37151,,1209,,12,2,12088,88392,1843,145550,,51607,445949,328467,90674,6351,,04/28/1989,DAVITA INC.,Y,N,LAWRENCEBURG DIALYSIS CENTER #938,152511,12/31/2006,01/01/2006,IN,47025,1/1/2006,12/31/2006,2006
