rpt_rec_num,avg_days_open_per_week,avg_session_time,avg_weekly_sessions,dialyser_reuse_times,dialyzer_type,epo_cost,epo_net_cost,epo_rebates,epo_total,lab_services,non_medicare_sessions,non_medicare_sessions_indirect,num_machines_regular,num_machines_standby,supplies,total_costs_hd_benefits,total_costs_hd_drugs,total_costs_hd_housekeeping,total_costs_hd_labs,total_costs_hd_machines,total_costs_hd_other,total_costs_hd_salaries,total_costs_hd_supplies,total_treatments_hd,total_treatments_pd,certification_date,chain_identity,chain_indicator,ever_hospital_based,facility_name,prvdr_num,report_end_date,report_start_date,state,zip_code,fy_bgn_dt,fy_end_dt,year
74098,6,5,3,11,1,176001,-176001,,21003,204,1113,,11,,674,42160,2393,117884,1257,51532,134887,167630,52855,3377,,01/02/2004,WAKE FOREST UNIVERSITY HEALTH SCIENC,Y,N,KING DIALYSIS CENTER OF WFU,342633,06/30/2005,07/01/2004,NC,27021,7/1/2004,6/30/2005,2005
74230,6,5,3,9,1,1417052,-1417052,,167882,1112,2846,,42,,6398,205606,17804,148514,6013,164476,600931,851615,325590,19290,,09/01/1982,WAKE FOREST UNIV HEALTH SCIENCES,Y,N,HIGH POINT KIDNEY CTR OF WFU,342514,06/30/2005,07/01/2004,NC,27262,7/1/2004,6/30/2005,2005
74232,6,5,3,14,1,305209,-305209,,36061,258,302,,10,,1920,64522,4724,131781,124,63458,235261,291745,86112,5329,,12/31/2003,WAKE FOREST UNIVERSITY HEALTH SCIENC,Y,N,WEST IREDELL DIALYSIS CTR OF WFU,342636,06/30/2005,07/01/2004,NC,28625,7/1/2004,6/30/2005,2005
74233,6,5,3,11,1,1726649,-1726649,,198864,10449,5545,,53,,8097,325701,17371,824122,1204,326114,940375,1274327,386760,24842,,06/01/1983,WAKE FOREST UNVERSITY HEALTH SCIENCE,Y,N,PIEDMONT DIALYSIS CENTER OF WFU,342505,06/30/2005,07/01/2004,NC,27103,7/1/2004,6/30/2005,2005
74358,6,5,3,16,1,121618,-121618,,14057,837,916,,10,,774,43697,4342,85545,42,73599,110940,188730,45701,2707,,08/23/2004,WAKE FOREST UNIVERSITY,Y,N,THOMASVILLE DIALYSIS CTR OF WFU,342639,06/30/2005,08/23/2004,NC,27360,8/23/2004,6/30/2005,2005
75004,3,5,3,,1,106368,-77467,-28901,10595,,245,,13,4,,26507,2106,214842,428,12392,105173,117687,43598,1760,,01/01/2000,EALTHCARE,Y,N,GAMBRO HEALTHCARE-MCV SOUTHSIDE,492577,07/31/2005,01/01/2005,VA,23224,1/1/2005,7/31/2005,2005
75057,3,4,3,,1,92683,-67960,-24723,9396,,109,,16,1,,10319,505,49798,314,23663,48121,45451,19591,992,,09/12/1990,EALTHCARE,Y,N,GAMBRO HEALTHCARE - AUGUSTA,112570,04/30/2005,01/01/2005,GA,30907,1/1/2005,4/30/2005,2005
75557,3,5,3,8,1,188826,-188826,,18882,,566,,12,2,,,45314,55320,1012,38115,35310,104685,67540,3728,,09/23/1989,,N,N,IDABEL DIALYSIS,372509,02/07/2005,04/01/2004,OK,74745,4/1/2004,2/7/2005,2005
75800,6,4.5,3,,1,359027,-188272,-170755,41231,6519,1088,,56,6,,87032,230,153223,2380,108256,160020,386943,189559,6783,,02/12/1997,FRESENIUS MEDICAL CARE  N.A.,Y,N,MEDICAL CENTER KIDNEY CLINIC,452750,03/31/2005,01/01/2005,TX,77030,1/1/2005,3/31/2005,2005
75911,3,4,3,21,1,80693,-87773,7080,9815,,89,,9,2,471,32958,1419,182864,5488,39141,108749,145260,36920,2243,,05/29/1997,,N,N,RENAL CARE GROUP PAYSON,032570,01/15/2005,01/01/2004,AZ,85210,1/1/2004,1/15/2005,2005
76048,6,5,3,,1,259879,-214209,-45670,,,865,,9,,,48707,78926,,,3431,89825,216326,103554,3156,,07/01/1996,GOOD SAMARITAN HOSPITAL,Y,N,GENESIS CROMWELL DIALYSIS-GOOD SAM,212618,06/30/2005,07/01/2004,MD,21234,7/1/2004,6/30/2005,2005
76050,6,5,3,,1,34412,-28365,-6047,,,163,,6,,,6024,66188,,,1040,15208,26942,13135,294,,04/14/2005,GOOD SAMARITAN HOSPITAL,Y,N,LORIEN FRANKFORD DIALYSIS-GSH,212646,06/30/2005,04/14/2005,MD,21206,4/14/2005,6/30/2005,2005
76065,6,3.44999999999993,3,,1,135934,-135934,,20182,,317,,9,2,,,91068,78759,,,484037,,109934,4009,,08/09/1999,PCMH SHARED SERVICES,Y,N,DARE COUNTY DIALYSIS CENTER,342598,09/30/2005,10/01/2004,NC,27954,10/1/2004,9/30/2005,2005
76153,6,5,3,,1,143870,-118587,-25283,,,96,,3,,,33646,29751,,,2261,61061,150828,56073,1632,,07/01/1996,GOOD SAMARITAN HOSPITAL,Y,N,MANOR CARE DIALYSIS-GOOD SAMARITAN,212578,06/30/2005,07/01/2004,MD,21237,7/1/2004,6/30/2005,2005
76183,3,5,3,25,1,153558,-172881,19323,20306,,173,,15,1,5718,61660,2966,192129,,67460,219516,195647,47877,2704,,01/10/2001,DAVITA INC.,Y,N,NEPHROLOGY CTR OF LOUISVILLE #252,112690,01/31/2005,01/01/2004,GA,30434,1/1/2004,1/31/2005,2005
76242,6,4.5,3,16,1,,,,4903800,,325,,3,1,,65550,,,,,92335,146912,34211,1419,,07/26/2002,,N,N,MOSES DIALYSIS UNIT,232597,03/31/2005,04/01/2004,MI,49781-1792,4/1/2004,3/31/2005,2005
76255,6,5,3,7,1,862241,-862241,,106449,419,4409,2331,22,2,,273925,,265772,7873,43572,595310,632888,144283,12433,,12/05/1996,ACCORD HEALTH SERVICE,Y,N,BELMONT COURT DIALYSIS-ROOSEVELT,392618,06/30/2005,07/01/2004,PA,19149,7/1/2004,6/30/2005,2005
76256,6,5,3,7,1,344856,-344856,,42575,,2883,86,20,2,,23137,9015,265774,14853,47304,262537,319032,119967,5593,,12/06/1999,ACCORD HEALTH SERVICE,Y,N,BELMONT COURT DIALYSIS-FAIRLESS HILL,392655,06/30/2005,07/01/2004,PA,19047,7/1/2004,6/30/2005,2005
76359,6,5,3,,1,33712,-29924,-3788,4009,105,65,,10,2,,7090,125,27267,74,15313,49652,27364,9868,543,,12/13/1999,FRESENIUS MEDICAL CARE  N.A.,Y,N,PENTAGON CITY,492602,02/28/2005,01/01/2005,VA,22206,1/1/2005,2/28/2005,2005
76510,3,5,3,,1,258833,-258833,,24824,,404,,15,3,,,55741,122542,,,85517,544803,210999,5681,,05/01/1992,MUNSON HEALTHCARE,Y,N,MUNSON DIALYSIS CENTER,232528,06/30/2005,01/01/2005,MI,49684,1/1/2005,6/30/2005,2005
76522,3,4.5,3,,1,581106,-425578,-155528,54733,,1495,,20,1,,55603,4142,213350,3599,68436,209238,247945,96755,4940,,06/11/1987,A GAMBRO),Y,N,GAMBRO HEALTHCARE - BELTSVILLE,212529,09/30/2005,01/01/2005,MD,20705,1/1/2005,9/30/2005,2005
76637,6,4.5,3,,1,235777,-210686,-25091,28615,4065,1141,,14,2,1858,59166,1256,238102,566,62436,258358,297967,99817,5271,,02/13/1987,FRESENIUS MEDICAL CARE  N.A.,Y,N,METROPOLITAN,212524,01/08/2005,01/01/2004,MD,20782,1/1/2004,1/8/2005,2005
76639,3,5,3,,1,225144,-200568,-24576,26755,2072,773,,11,2,2058,65048,1190,161611,439,29961,248990,201973,64918,3640,,03/27/1995,FRESENIUS MEDICAL CARE  N.A.,Y,N,UPPER MARLBORO,212559,01/08/2005,01/01/2004,MD,20772,1/1/2004,1/8/2005,2005
76642,3,5,3,,1,50518,-29521,-20997,5972,711,55,,8,1,,9093,229,9352,60,6777,21670,25805,9122,484,,11/01/1980,FRESENIUS MEDICAL CARE  N.A.,Y,N,SMYTH COUNTY,492510,03/14/2005,01/01/2005,VA,24354,1/1/2005,3/14/2005,2005
76680,6,4.5,3,8,1,253325,,-253325,25332,,832,,12,2,,,605657,40313,2448,27138,58314,257509,12073,5752,,05/02/1984,,N,N,TEXARKANSAS KIDNET DISEASE & HYPERT,042509,03/31/2005,04/01/2004,AR,71854,4/1/2004,3/31/2005,2005
76781,3,4,3,20,1,50829,-58908,8079,6727,,345,,12,1,1440,9650,,31096,,17150,53806,25210,11250,824,,01/01/1987,DAVITA INC.,Y,N,ST CHARLES DIALYSIS CENTER #633,192545,04/06/2005,01/01/2005,LA,70115,1/1/2005,4/6/2005,2005
76933,3,3.5,3,,1,5060,-3679,-1381,521,,4,,7,2,,7794,88,13408,45,8077,27822,31421,2589,95,,03/21/1997,EALTHCARE,Y,N,GAMBRO HEALTHCARE-CROSSVILLE,442602,03/04/2005,01/01/2005,TN,38555,1/1/2005,3/4/2005,2005
76947,3,3.44999999999993,3,1,1,216428,-252105,35677,28685,,1640,,15,4,8376,42279,1001,126403,,68000,190052,330451,102462,5315,,07/02/2003,DAVITA INC.,Y,N,PDI EPHRATA #1660,392706,12/31/2005,01/01/2005,PA,17578,1/1/2005,12/31/2005,2005
77088,6,4.5,3,15,1,,,,,,1443,,29,1,,223316,,238385,4406,66924,221444,871795,276953,15199,,04/13/1991,,N,N,LAUREL DIALYSIS,252510,12/31/2005,01/01/2005,MS,39442,1/1/2005,12/31/2005,2005
77159,6,4.5,3,,1,1386709,-1363558,-23151,142001,,,,32,3,,451881,5115,495149,19349,105766,684154,1641212,613272,24577,,01/01/1966,BJC WUSM RENAL NETWORK,Y,N,CHROMALLOY AMERICAN KIDNEY CENTER,262502,06/30/2005,07/01/2004,MO,63110,7/1/2004,6/30/2005,2005
77280,6,4.5,3,1,1,288164,-335668,47504,38075,,717,,10,1,9974,50295,6965,111987,,61584,272655,194524,123673,5564,,01/01/2004,VITA INC.,Y,N,PDI ELMORE #1649,012553,12/31/2005,01/01/2005,AL,36092,1/1/2005,12/31/2005,2005
77484,3,3.69999999999993,3,,1,110651,-92134,-18517,15439,3607,639,,10,2,,32533,66,228739,,38949,323776,130209,81113,2840,,05/31/2002,CAROLINA DIALYSIS  LLC,Y,N,CAROLINA DIALYSIS-PITTSBORO,342617,12/31/2005,01/01/2005,NC,27312,1/1/2005,12/31/2005,2005
77718,6,4.5,3,,1,574647,-574647,,75843,,795,570,16,2,,56081,3517,108870,2668,98400,216204,269866,120144,4926,,07/13/1999,,,N,SUMMIT KIDNEY CENTERS  LLC,062532,12/31/2005,01/01/2005,CO,80909,1/1/2005,12/31/2005,2005
77725,6,5.5,3,,4,459120,-459120,,51193,,3842,,20,2,,88486,21940,234333,8617,140069,644893,617488,202504,,,06/17/2002,,N,N,OQUIRRH ARTIFICIAL KIDNEY CENTER,462529,12/31/2005,01/01/2005,UT,84418,1/1/2005,12/31/2005,2005
77727,3,4.5,3,,1,196084,-196084,,21421,,1082,,16,1,,22571,21411,236195,2011,174625,291984,256320,73704,3581,,11/24/2004,,N,N,SOUTH MOUNTAIN DIALYSIS  LLC,462532,12/31/2005,01/01/2005,UT,84095,1/1/2005,12/31/2005,2005
77728,3,4.44999999999982,3,,1,36701,-36701,,3620,,295,,17,2,,12598,11179,74218,4134,68696,130311,82257,24499,701,,10/24/2005,,N,N,LANCASTER DIALYSIS CENTER,672526,12/31/2005,10/24/2005,TX,75146,10/24/2005,12/31/2005,2005
77775,3,4.75,3,50,1,159801,-185353,25552,21234,,4029,,18,2,11338,78986,3363,212022,,64847,302532,285741,74452,5272,,09/11/2002,DAVITA INC.,Y,N,INDIO DIALYSIS CENTER #440,052894,09/30/2005,01/01/2005,CA,92201,1/1/2005,9/30/2005,2005
78042,3,3,3,,1,187125,-187125,,20444,,1089,,12,1,,25581,41901,36598,1430,5187,173198,226442,87883,3744,,12/03/1987,METROPOLITAN DIALYSIS CENTERS  INC.,Y,N,MORGAN CITY DIALYSIS CENTER  INC.,192548,12/31/2005,01/01/2005,LA,70006,1/1/2005,12/31/2005,2005
78070,6,4.5,3,25,1,186312,-216747,30435,23954,,995,,10,4,987,67603,2621,133948,2839,55900,176673,309879,70248,4700,,07/18/2003,RENAL CARE GROUP  INC.,Y,N,RCG ST. LUKE S - BUTLER,262588,12/31/2005,01/01/2005,IN,46290,1/1/2005,12/31/2005,2005
78074,,,,,,315394,-315394,,30059,,,,,,,,,,,,,,,,,02/02/1995,,N,N,PERITONEAL DIALYSIS CONCEPTS  INC.,362542,12/31/2005,01/01/2005,OH,48414,1/1/2005,12/31/2005,2005
78079,6,6,3,,1,760101,-760101,,275200,,1235,,14,3,1003,63408,26265,157901,1690,83753,125325,412061,196662,8866,,04/01/1984,ANGELO DIALYSIS CENTERS  INC.,Y,N,VAL VERDE RENAL CARE CENTER  INC.,452557,12/31/2005,01/01/2005,TX,78840,1/1/2005,12/31/2005,2005
78082,6,6,3,,1,789400,-789400,,255901,,1326,23,20,4,1170,95310,32726,186073,1862,114069,162936,533845,192405,8739,,04/01/1998,ANGELO DIALYSIS CENTERS  INC.,Y,N,WEST TEXAS RENAL CARE CENTER  INC.,452606,12/31/2005,01/01/2005,TX,76904,1/1/2005,12/31/2005,2005
78084,6,5.5,3,1,1,354585,-354585,,35220,4960,559,,15,2,,74337,9794,141162,1733,80886,494786,305350,137123,5589,,11/07/1997,,N,N,TEXAS CITY DIALYSIS  LLP,452754,12/31/2005,01/01/2005,TX,77590,1/1/2005,12/31/2005,2005
78086,5,3,3,,1,85924,-68812,-17112,6507,,1136,,1,1,,8101,17144,20815,10253,,167664,108071,34707,1136,4250,08/04/1999,CLAYBAR ENTERPRISES LP,Y,N,QUALITY DIALYSIS TWO LP,452801,12/31/2005,01/01/2005,TX,77477-3923,1/1/2005,12/31/2005,2005
78097,6,4.5,3,,1,913881,-913881,,98838,,1742,389,24,3,,124304,14369,390070,12283,67456,653045,630590,407255,15983,,11/18/2004,,N,N,LAKE JACKSON DIALYSIS AND KIDNEY CTR,672500,12/31/2005,01/01/2005,TX,77566,1/1/2005,12/31/2005,2005
78158,6,4,3,20,1,605437,-605437,,41774,,7271,,20,3,,320539,14498,66537,49889,58378,562667,901591,438762,16836,,07/01/1983,,N,N,UCI RENAL DIALYSIS,052589,06/30/2005,07/01/2004,CA,92868,7/1/2004,6/30/2005,2005
78159,6,5,3,,1,100486,-100486,,25121,,3293,,10,2,388,136088,40185,114376,23212,7227,198589,454049,227554,8469,,04/24/1989,,N,N,MADERA DIALYSIS CLINIC,052680,06/20/2005,07/01/2004,CA,93637,7/1/2004,6/20/2005,2005
78160,6,4,3,21,1,447790,-519319,71529,59154,,674,,18,2,16376,114203,14793,208985,,53504,398269,320203,104231,7331,,11/01/1999,DAVITA INC.,Y,N,HANES CITY DIALYSIS CENTER #172,102762,09/30/2005,01/01/2005,FL,33844,1/1/2005,9/30/2005,2005
78174,6,5,3,,1,385013,-364001,-21012,42157,9508,1252,,12,2,1158,166299,,72975,2883,35119,256426,573667,110619,8320,,06/01/1994,LINIC INC,Y,N,DIALYSIS CLINIC  INC.,182530,09/30/2005,10/01/2004,KY,40601,10/1/2004,9/30/2005,2005
78175,6,5,3,,1,365589,-345712,-19877,40063,4260,1613,,15,2,1046,179036,1,113040,2054,61513,218558,534126,96617,7260,,02/01/1995,INIC  INC,Y,N,DIALYSIS CLINIC  INC.,182533,09/30/2005,10/01/2004,KY,40475,10/1/2004,9/30/2005,2005
78178,3,4.5,3,,1,169890,-160536,-9354,18043,191,259,,12,1,,97009,2224,94006,5702,16273,127805,241750,55012,3695,,01/01/1999,LINIC INC,Y,N,DIALYSIS CLINIC  INC.,262570,09/30/2005,10/01/2004,MO,65233,10/1/2004,9/30/2005,2005
78258,3,4,3,,1,133191,-124799,-8392,14667,,528,,10,1,,59116,2707,41896,1147,18243,116216,184002,46972,2843,,11/03/1998,NIC  INC.,Y,N,DIALYSIS CLINIC  INC.,012581,09/14/2005,10/01/2004,AL,36784,10/1/2004,9/14/2005,2005
78260,3,5.5,3,,1,268242,-250614,-17628,29663,,401,,13,3,,93533,,82023,3305,61353,121746,267045,60816,3676,,07/13/2000,NIC  INC.,Y,N,DIALYSIS CLINIC  INC.,422577,09/30/2005,10/01/2004,SC,29356,10/1/2004,9/30/2005,2005
78325,3,4.5,3,,1,603637,-558088,-45549,105378,,595,,16,1,238669,84009,,273794,,,81538,488374,,7952,1333,04/24/2000,,N,N,UNION COUNTY DIALYSIS,112680,04/30/2005,05/01/2004,GA,30512,5/1/2004,4/30/2005,2005
78380,3,4,3,30,1,360276,-360276,,40606,,1635,,18,2,,14511,87936,45303,4811,7850,272448,262116,107804,6254,,05/12/1987,METROPOLITAN DIALYSIS CENTERS  INC.,Y,N,LA PLACE DIALYSIS CENTER  INC.,192543,12/31/2005,01/01/2005,LA,70006,1/1/2005,12/31/2005,2005
78433,3,5,3,,1,227979,-227979,,25331,,,,15,,,,59721,247745,2303,8532,234988,235180,128658,3592,,04/23/2004,,N,N,GARFIELD KIDNEY CENTER,142646,06/30/2005,07/01/2004,IL,60624,7/1/2004,6/30/2005,2005
78554,3,4.5,3,40,1,1686497,-1686497,,204508,,3676,,30,3,45145,264445,21039,251810,3141,209240,469314,1044109,372741,19779,,06/01/1987,DAVITA INC.,Y,N,CATONSVILLE DIALYSIS #3717,212528,12/31/2005,01/01/2005,MD,21227,1/1/2005,12/31/2005,2005
78651,6,3.59999999999991,3,,1,140894,-116218,-24676,18882,12572,1171,,9,3,,32777,121,97594,65,47670,300023,150710,158512,4419,,07/01/2002,CAROLINA DIALYSIS  LLC,Y,N,CAROLINA DIALYSIS-SILER CITY,342621,12/31/2005,01/01/2005,NC,27344,1/1/2005,12/31/2005,2005
78656,6,4.5,3,12,1,331869,-331869,,44090,,916,316,55,19,,87493,,94632,2473,76621,212609,396275,74287,5333,,09/20/1982,,N,Y,RENAL CARE OF ILLINOIS  INC,142527,05/31/2005,01/01/2005,IL,62223,1/1/2005,5/31/2005,2005
78660,6,4.5,3,11,1,264939,-321272,56333,36115,,1129,,18,2,1931,99865,7350,107241,6086,124286,277394,409764,154146,9197,,07/16/1993,RENAL CARE GROUP  INC.,Y,N,RENAL CARE GROUP - STARKVILLE,252538,12/31/2005,01/01/2005,IN,46290,1/1/2005,12/31/2005,2005
78792,6,5,3,22,1,732890,-862510,129620,98993,,1772,,20,4,2134,127035,11884,304390,6468,111886,545382,363173,159307,10161,,12/03/1994,RENAL CARE GROUP  INC.,Y,N,BAY AREA DIALYSIS AT ALICE,452692,12/31/2005,01/01/2005,TX,75039,1/1/2005,12/31/2005,2005
78968,6,4,3,26,1,492657,-534933,42276,56771,,1725,,22,3,,100485,4275,237588,3943,48857,278213,471709,97166,7587,,12/10/1998,CAPITAL DIALYSIS OF TEXAS,Y,N,CAPITAL DIALYSIS OF TEXAS - SAN MAR,452788,12/31/2005,01/01/2005,TX,78666,1/1/2005,12/31/2005,2005
78979,3,5,3,26,1,273079,-298484,25405,33577,,1991,,24,3,,62319,5027,360894,3935,33349,204545,383355,94272,6456,,04/08/2004,CAPITAL DIALYSIS OF TEXAS,Y,N,CARR DIALYSIS CENTER  LTD,452881,12/31/2005,01/01/2005,TX,78681,1/1/2005,12/31/2005,2005
78983,6,5,3,,1,1511555,-1511555,,148904,,737,4068,24,2,,178186,,164308,7416,200263,364242,706751,269585,17335,,05/11/1977,,N,N,FORT SMITH REGIONAL DIALYSIS CENTER,042501,12/31/2005,01/01/2005,AR,72901,1/1/2005,12/31/2005,2005
78988,6,5.5,3,34,1,228476,-228476,,24644,,851,,10,1,12869,63560,3809,48404,1478,41594,156939,228582,97669,5996,,09/28/2001,TEXARKANA REGIONAL DIALYSIS,Y,N,HEMPSTEAD COUNTY DIALYSIS UNIT,042563,12/31/2005,01/01/2005,AR,71801,1/1/2005,12/31/2005,2005
78992,6,4.5,3,,1,,-176330,,16877,,260,,20,,,,1586,67502,1541,35164,216631,137717,92447,3245,,01/01/2001,,N,N,MIDWEST RENAL CARE  INC.,142623,04/23/2005,01/01/2005,IL,60621,1/1/2005,4/23/2005,2005
78993,6,4,3,1,1,31345,-31345,,3150,,1150,,8,,,40031,42733,95028,2940,59958,116336,70446,94075,3625,872,03/17/2003,,N,N,HEALTH QUEST,482500,12/31/2005,01/01/2005,VI,00821,1/1/2005,12/31/2005,2005
78994,6,4,3,1,1,210829,-210829,,21180,,2055,,12,2,,121851,43927,182817,8860,120106,302142,198785,173801,7624,,08/20/2003,,N,N,SAN SEBASTIAN RENAL,402536,12/31/2005,01/01/2005,PR,00685,1/1/2005,12/31/2005,2005
78995,6,4,3,1,1,421026,-421026,,40780,,2489,,18,2,,167357,84472,185982,13548,148339,506236,331875,388490,14015,,06/20/2003,,N,N,GUAYNABO RENAL,402534,12/31/2005,01/01/2005,PR,00970,1/1/2005,12/31/2005,2005
78996,6,4,3,1,1,428903,-428903,,43105,,4397,,16,2,,218679,163710,265463,24169,148958,526157,325860,474295,14409,426,09/01/2002,,N,N,MANATI RENAL,402533,12/31/2005,01/01/2005,PR,00674,1/1/2005,12/31/2005,2005
78997,6,4,3,1,1,254458,-254458,,25573,,2463,,17,2,,183219,67948,249110,13371,163441,423366,305213,271581,9714,,06/25/2002,,N,N,MAYAGUEZ RENAL,402527,12/31/2005,01/01/2005,PR,00681,1/1/2005,12/31/2005,2005
78998,6,4,3,1,1,3890,-3890,,395,,406,,3,,,,,,,,,,,,,05/17/2002,,N,N,AGUADA RENAL,402526,12/31/2005,01/01/2005,PR,00602,1/1/2005,12/31/2005,2005
78999,6,4,3,1,1,339926,-339926,,40195,,2804,,16,2,,199518,,585320,11957,26178,518154,277123,417313,11321,,04/19/1998,,N,N,FAJARDO RENAL,402521,12/31/2005,01/01/2005,PR,00738,1/1/2005,12/31/2005,2005
79001,6,4,3,1,1,698153,-698153,,70880,,4197,,18,2,,248120,89136,195600,21591,95701,580186,330876,544929,15468,4991,05/10/1992,,N,N,CENTRO NEFROLOGICO,402510,12/31/2005,01/01/2005,PR,00732,1/1/2005,12/31/2005,2005
79133,6,4,3,,1,343868,-343868,,34757,,1171,,21,2,,89201,93320,211021,8995,17543,466091,458700,263158,9316,,10/27/2003,US RENAL CARE  INC,Y,N,USRC VALLEY MCALLEN  LP,452872,12/31/2005,03/01/2005,TX,78503,3/1/2005,12/31/2005,2005
79138,6,3.79999999999995,3,,1,757620,-633972,-123648,97106,17748,2932,,23,4,,174738,482,239419,,139284,710672,728295,414773,15220,,07/01/2002,CAROLINA DIALYSIS  LLC,Y,N,CAROLINA DIALYSIS-SANFORD,342620,12/31/2005,01/01/2005,NC,27330-5069,1/1/2005,12/31/2005,2005
79139,6,3.84999999999991,3,,1,956209,-805674,-150535,119068,18862,2070,,35,5,,197252,441,283363,,160907,661930,895309,382046,13152,,07/01/2002,CAROLINA DIALYSIS  LLC,Y,N,CAROLINA DIALYSIS - CARRBORO,342622,12/31/2005,01/01/2005,NC,27510,1/1/2005,12/31/2005,2005
79229,6,4.5,3,28,1,1335263,-1335263,,150308,,4792,2311,44,12,,475411,30222,113583,9090,285034,375804,1848950,483978,26061,,07/01/1973,,N,N,U OF LOUISVILLE KIDNEY DISEASE CTR,182501,06/30/2005,07/01/2004,KY,40202,7/1/2004,6/30/2005,2005
79233,3,4.5,3,,1,130175,-107901,-22274,15440,213,236,,14,2,2160,19442,65,192982,487,44915,206893,153190,47298,2516,,11/10/1998,FRESENIUS MEDICAL CARE  N.A.,Y,N,PREFERRED DIALYSIS CARE WEST,292509,11/11/2005,01/01/2005,NV,89117,1/1/2005,11/11/2005,2005
